num,roundType,power,bossId,boss,monster,powerRatio,reward,raidReward
273,0,208345,0,32324,32236~176|32020~176|32060~176|32341~176|32324~176|32300~176|0~176,1,10006~85|23304~1,10005~59000~1|10006~158~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
274,0,208345,0,32300,32445~177|32324~177|32023~177|30256~177|32300~177|32324~177|0~177,1,10006~85|23404~1,10005~59000~1|10006~158~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
275,1,210365,0,32141,32301~177|32137~177|32470~177|32236~177|32141~177|32342~177|0~177,1,10006~175|23204~1|23104~1|23304~1|23404~1,10005~59000~1|10006~158~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
276,0,210365,0,32141,32136~178|32445~178|30256~178|32300~178|32141~178|32021~178|0~178,1,10006~85|23204~1,10005~60000~1|10006~160~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
277,0,211570,0,32022,32137~178|32324~178|32064~178|30256~178|32022~178|32470~178|0~178,1,10006~85|23104~1,10005~60000~1|10006~160~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
278,0,213595,0,32064,32301~179|32445~179|32141~179|32220~179|32064~179|32022~179|0~179,1,10006~85|23304~1,10005~60000~1|10006~160~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
279,0,213595,0,32342,32021~179|32138~179|32300~179|32324~179|32342~179|32324~179|0~179,1,10006~85|23404~1,10005~60000~1|10006~160~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
280,1,215635,31060,31060,32059~180|32301~180|0~180|0~180|0~180|0~180|31060~185,1,10006~175|23204~1|23104~1|23304~1|23404~1,10005~60000~1|10006~160~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
281,0,215635,0,30256,32019~180|32138~180|32470~180|32064~180|30256~180|30256~180|0~180,1,10006~85|23204~1,10005~61000~1|10006~162~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
282,0,216840,0,32300,32235~181|32445~181|32025~181|32260~181|32300~181|32023~181|0~181,1,10006~85|23104~1,10005~61000~1|10006~162~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
283,0,218880,0,32220,32019~181|32137~181|32260~181|32024~181|32220~181|32341~181|0~181,1,10006~85|23304~1,10005~61000~1|10006~162~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
284,0,218880,0,32217,32324~182|32136~182|32219~182|32024~182|32217~182|32324~182|0~182,1,10006~85|23404~1,10005~61000~1|10006~162~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
285,1,220925,0,32341,32137~182|32019~182|32023~182|32341~182|32341~182|32300~182|0~182,1,10006~175|23204~1|23104~1|23304~1|23404~1,10005~61000~1|10006~162~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
286,0,220925,0,32342,32136~183|32019~183|32220~183|32217~183|32342~183|32063~183|0~183,1,10006~90|23204~1,10005~62000~1|10006~164~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
287,0,222145,0,32300,32019~183|32236~183|32180~183|32341~183|32300~183|32025~183|0~183,1,10006~90|23104~1,10005~62000~1|10006~164~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
288,0,224195,0,32022,32136~184|32445~184|32300~184|32341~184|32022~184|32021~184|0~184,1,10006~90|23304~1,10005~62000~1|10006~164~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
289,0,224195,0,32260,32301~184|32059~184|32064~184|32470~184|32260~184|32021~184|0~184,1,10006~90|23404~1,10005~62000~1|10006~164~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
290,1,226255,31064,31064,32060~185|32324~185|0~185|0~185|0~185|0~185|31064~190,1,10006~180|23204~1|23104~1|23304~1|23404~1,10005~62000~1|10006~164~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
291,0,226255,0,32060,32058~185|32021~185|32342~185|32341~185|32060~185|32180~185|0~185,1,10006~90|23204~1,10005~63000~1|10006~166~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
292,0,227480,0,32021,32059~185|32019~185|32022~185|32022~185|32021~185|32023~185|0~185,1,10006~90|23104~1,10005~63000~1|10006~166~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
293,0,229555,0,32140,32445~185|32058~185|30256~185|32141~185|32140~185|32217~185|0~185,1,10006~90|23304~1,10005~63000~1|10006~166~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
294,0,229555,0,32341,32058~186|32235~186|32260~186|32141~186|32341~186|32023~186|0~186,1,10006~90|23404~1,10005~63000~1|10006~166~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
295,1,231615,0,32023,32020~186|32341~186|32217~186|32300~186|32023~186|32022~186|0~186,1,10006~180|23204~1|23104~1|23304~1|23404~1,10005~63000~1|10006~166~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
296,0,231615,0,32236,32236~186|32020~186|32060~186|32300~186|32236~186|32060~186|0~186,1,10006~90|23204~1,10005~64000~1|10006~168~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
297,0,232860,0,32022,32019~187|32021~187|32025~187|32260~187|32022~187|32062~187|0~187,1,10006~90|23104~1,10005~64000~1|10006~168~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
298,0,234935,0,32324,32236~187|32059~187|32220~187|32063~187|32324~187|32470~187|0~187,1,10006~90|23304~1,10005~64000~1|10006~168~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
299,0,234935,0,32022,32301~187|32058~187|32025~187|32341~187|32022~187|32260~187|0~187,1,10006~90|23404~1,10005~64000~1|10006~168~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
300,1,237015,31180,31180,32137~188|32020~188|0~188|0~188|0~188|0~188|31180~193,1,10006~180|23204~1|23104~1|23304~1|23404~1,10005~64000~1|10006~168~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
301,0,237015,0,32141,32137~188|32020~188|32022~188|32022~188|32141~188|32021~188|0~188,1,10006~200|23204~1,10005~65000~1|10006~170~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
302,0,257905,0,32219,32324~189|32059~189|32024~189|30256~189|32219~189|32022~189|0~189,1,10006~200|23104~1,10005~65000~1|10006~170~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
303,0,260950,0,32300,32324~189|32058~189|32324~189|32260~189|32300~189|32024~189|0~189,1,10006~200|23304~1,10005~65000~1|10006~170~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
304,0,260950,0,32300,32301~190|32235~190|32061~190|32060~190|32300~190|32022~190|0~190,1,10006~200|23404~1,10005~65000~1|10006~170~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
305,1,263990,0,32023,32341~190|32138~190|32342~190|32341~190|32023~190|32062~190|0~190,1,10006~400|23204~1|23104~1|23304~1|23404~1,10005~65000~1|10006~170~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
306,0,263990,0,32470,32301~191|32235~191|32021~191|32023~191|32470~191|32022~191|0~191,1,10006~200|23204~1,10005~66000~1|10006~172~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
307,0,265395,0,32324,32235~191|32236~191|32342~191|30256~191|32324~191|32140~191|0~191,1,10006~200|23104~1,10005~66000~1|10006~172~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
308,0,268440,0,32021,32136~192|32060~192|32023~192|32217~192|32021~192|32061~192|0~192,1,10006~200|23304~1,10005~66000~1|10006~172~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
309,0,268440,0,32260,32137~192|32236~192|32300~192|32140~192|32260~192|32236~192|0~192,1,10006~200|23404~1,10005~66000~1|10006~172~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
310,1,277655,31023,31023,32136~193|32019~193|0~193|0~193|0~193|0~193|31023~198,1,10006~400|23204~1|23104~1|23304~1|23404~1,10005~66000~1|10006~172~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
311,0,277655,0,32141,32324~193|32060~193|32064~193|32021~193|32141~193|32260~193|0~193,1,10006~200|23204~1,10005~67000~1|10006~174~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
312,0,279100,0,32063,32019~194|32301~194|30256~194|32141~194|32063~194|32220~194|0~194,1,10006~200|23104~1,10005~67000~1|10006~174~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
313,0,282250,0,32470,32060~194|32341~194|32324~194|32341~194|32470~194|32341~194|0~194,1,10006~200|23304~1,10005~67000~1|10006~174~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
314,0,282250,0,32260,32020~195|32445~195|32236~195|32021~195|32260~195|32060~195|0~195,1,10006~200|23404~1,10005~67000~1|10006~174~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
315,1,285400,0,32062,32324~195|32236~195|30256~195|32470~195|32062~195|32260~195|0~195,1,10006~400|23204~1|23104~1|23304~1|23404~1,10005~67000~1|10006~174~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
316,0,285400,0,32142,32236~196|32136~196|32180~196|32236~196|32142~196|32142~196|0~196,1,10006~200|23204~1,10005~68000~1|10006~176~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
317,0,286860,0,32025,32060~196|32301~196|32236~196|32062~196|32025~196|32219~196|0~196,1,10006~200|23104~1,10005~68000~1|10006~176~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
318,0,290020,0,32064,32301~197|32137~197|32236~197|32260~197|32064~197|32023~197|0~197,1,10006~200|23304~1,10005~68000~1|10006~176~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
319,0,290020,0,32341,32324~197|32060~197|32022~197|32300~197|32341~197|32024~197|0~197,1,10006~200|23404~1,10005~68000~1|10006~176~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
320,1,293210,31260,31260,32020~198|32301~198|0~198|0~198|0~198|0~198|31260~203,1,10006~400|23204~1|23104~1|23304~1|23404~1,10005~68000~1|10006~176~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
321,0,293210,0,32063,32059~198|32060~198|32024~198|32217~198|32063~198|32324~198|0~198,1,10006~200|23204~1,10005~69000~1|10006~178~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
322,0,294670,0,32141,32059~199|32059~199|32217~199|32060~199|32141~199|32260~199|0~199,1,10006~200|23104~1,10005~69000~1|10006~178~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
323,0,297855,0,32142,32059~199|32301~199|32324~199|32470~199|32142~199|32021~199|0~199,1,10006~200|23304~1,10005~69000~1|10006~178~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
324,0,297855,0,32025,32235~200|32021~200|32324~200|32260~200|32025~200|32022~200|0~200,1,10006~200|23404~1,10005~69000~1|10006~178~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
325,1,301050,0,32022,32136~200|32235~200|32021~200|32024~200|32022~200|32022~200|0~200,1,10006~400|23204~1|23104~1|23304~1|23404~1,10005~69000~1|10006~178~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
326,0,301050,0,32324,32021~201|32058~201|32022~201|32140~201|32324~201|32260~201|0~201,1,10006~200|23204~1,10005~70000~1|10006~180~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
327,0,302530,0,32180,32019~201|32445~201|32062~201|32061~201|32180~201|32022~201|0~201,1,10006~200|23104~1,10005~70000~1|10006~180~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
328,0,305735,0,32324,32020~202|32019~202|32342~202|30256~202|32324~202|32324~202|0~202,1,10006~200|23304~1,10005~70000~1|10006~180~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
329,0,305735,0,32061,32301~202|32019~202|32142~202|32341~202|32061~202|32062~202|0~202,1,10006~200|23404~1,10005~70000~1|10006~180~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
330,1,308945,31023,31023,32059~203|32059~203|0~203|0~203|0~203|0~203|31023~208,1,10006~405|23204~1|23104~1|23304~1|23404~1,10005~70000~1|10006~180~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
331,0,308945,0,32300,32021~203|32301~203|32064~203|32470~203|32300~203|32064~203|0~203,1,10006~200|23204~1,10005~71000~1|10006~182~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
332,0,310445,0,32260,32341~203|32235~203|32219~203|32219~203|32260~203|32219~203|0~203,1,10006~200|23104~1,10005~71000~1|10006~182~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
333,0,313670,0,32260,32021~203|32137~203|32341~203|32180~203|32260~203|32022~203|0~203,1,10006~200|23304~1,10005~71000~1|10006~182~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
334,0,313670,0,32219,32445~204|32060~204|32470~204|32219~204|32219~204|32341~204|0~204,1,10006~200|23404~1,10005~71000~1|10006~182~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
335,1,348980,0,32341,32058~204|32059~204|30256~204|32025~204|32341~204|32236~204|0~204,1,10006~405|23204~1|23104~1|23304~1|23404~1,10005~71000~1|10006~182~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
336,0,348980,0,30256,32060~204|32136~204|32236~204|32236~204|30256~204|32024~204|0~204,1,10006~200|23204~1,10005~72000~1|10006~184~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
337,0,350685,0,30256,32021~205|32341~205|32061~205|32236~205|30256~205|32217~205|0~205,1,10006~200|23104~1,10005~72000~1|10006~184~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
338,0,354135,0,32025,32059~205|32021~205|32220~205|32470~205|32025~205|32300~205|0~205,1,10006~200|23304~1,10005~72000~1|10006~184~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
339,0,354135,0,32300,32060~205|32137~205|32022~205|32236~205|32300~205|32062~205|0~205,1,10006~200|23404~1,10005~72000~1|10006~184~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
340,1,357585,31024,31024,32445~206|32060~206|0~206|0~206|0~206|0~206|31024~211,1,10006~405|23204~1|23104~1|23304~1|23404~1,10005~72000~1|10006~184~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
341,0,357585,0,32022,32301~206|32341~206|32022~206|32063~206|32022~206|32180~206|0~206,1,10006~200|23204~1,10005~73000~1|10006~186~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
342,0,359300,0,32300,32021~206|32445~206|32236~206|32324~206|32300~206|32062~206|0~206,1,10006~200|23104~1,10005~73000~1|10006~186~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
343,0,362770,0,32060,32235~207|32341~207|32022~207|32236~207|32060~207|32300~207|0~207,1,10006~200|23304~1,10005~73000~1|10006~186~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
344,0,362770,0,32062,32059~207|32236~207|32341~207|32064~207|32062~207|30256~207|0~207,1,10006~200|23404~1,10005~73000~1|10006~186~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
345,1,366245,0,32022,32236~208|32058~208|32064~208|32062~208|32022~208|32063~208|0~208,1,10006~405|23204~1|23104~1|23304~1|23404~1,10005~73000~1|10006~186~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
346,0,366245,0,32062,32445~208|32236~208|32021~208|32021~208|32062~208|32220~208|0~208,1,10006~200|23204~1,10005~74000~1|10006~188~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
347,0,367985,0,32062,32235~208|32138~208|32236~208|32141~208|32062~208|32300~208|0~208,1,10006~200|23104~1,10005~74000~1|10006~188~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
348,0,371455,0,32022,32058~209|32235~209|32470~209|32140~209|32022~209|32236~209|0~209,1,10006~200|23304~1,10005~74000~1|10006~188~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
349,0,371455,0,32142,32136~209|32059~209|32022~209|32061~209|32142~209|32021~209|0~209,1,10006~200|23404~1,10005~74000~1|10006~188~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
350,1,374960,31021,31021,32136~210|32019~210|0~210|0~210|0~210|0~210|31021~215,1,10006~405|23204~1|23104~1|23304~1|23404~1,10005~74000~1|10006~188~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
351,0,374960,0,30256,32058~210|32060~210|32260~210|32021~210|30256~210|32342~210|0~210,1,10006~205|23204~1,10005~75000~1|10006~190~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
352,0,376705,0,32060,32445~211|32058~211|32236~211|32219~211|32060~211|30256~211|0~211,1,10006~205|23104~1,10005~75000~1|10006~190~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
353,0,389320,0,32141,32301~211|32136~211|32141~211|32217~211|32141~211|32022~211|0~211,1,10006~205|23304~1,10005~75000~1|10006~190~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
354,0,389320,0,32022,32324~212|32445~212|32260~212|32260~212|32022~212|32024~212|0~212,1,10006~205|23404~1,10005~75000~1|10006~190~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
355,1,392945,0,32341,32020~212|32235~212|32470~212|32024~212|32341~212|32260~212|0~212,1,10006~410|23204~1|23104~1|23304~1|23404~1,10005~75000~1|10006~190~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
356,0,392945,0,32300,32445~213|32020~213|32022~213|32236~213|32300~213|32470~213|0~213,1,10006~205|23204~1,10005~76000~1|10006~192~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
357,0,394780,0,32023,32019~213|32021~213|32023~213|32341~213|32023~213|32324~213|0~213,1,10006~205|23104~1,10005~76000~1|10006~192~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
358,0,398425,0,32220,32301~214|32021~214|30256~214|32219~214|32220~214|32140~214|0~214,1,10006~205|23304~1,10005~76000~1|10006~192~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
359,0,398425,0,32021,32058~214|32137~214|32021~214|32022~214|32021~214|32220~214|0~214,1,10006~205|23404~1,10005~76000~1|10006~192~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
360,1,402080,31142,31142,32324~215|32235~215|0~215|0~215|0~215|0~215|31142~220,1,10006~410|23204~1|23104~1|23304~1|23404~1,10005~76000~1|10006~192~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
361,0,403920,0,32341,32020~215|32060~215|32300~215|32470~215|32341~215|32023~215|0~215,1,10006~205|23204~1,10005~77000~1|10006~194~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
362,0,403920,0,30256,32138~215|32136~215|32024~215|32141~215|30256~215|32142~215|0~215,1,10006~205|23104~1,10005~77000~1|10006~194~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
363,0,407580,0,32236,32445~215|32235~215|32217~215|32341~215|32236~215|32236~215|0~215,1,10006~205|23304~1,10005~77000~1|10006~194~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
364,0,407580,0,32063,32059~216|32136~216|32023~216|32236~216|32063~216|32063~216|0~216,1,10006~205|23404~1,10005~77000~1|10006~194~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
365,1,411260,0,32022,32138~216|32021~216|32300~216|32236~216|32022~216|32142~216|0~216,1,10006~410|23204~1|23104~1|23304~1|23404~1,10005~77000~1|10006~194~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
366,0,413125,0,32260,32324~216|32137~216|32342~216|32236~216|32260~216|32062~216|0~216,1,10006~205|23204~1,10005~78000~1|10006~196~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
367,0,413125,0,32300,32019~217|32058~217|32260~217|32300~217|32300~217|32217~217|0~217,1,10006~205|23104~1,10005~78000~1|10006~196~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
368,0,416810,0,32142,32020~217|32137~217|32260~217|32021~217|32142~217|32236~217|0~217,1,10006~205|23304~1,10005~78000~1|10006~196~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
369,0,416810,0,32141,32324~217|32236~217|32023~217|32236~217|32141~217|32236~217|0~217,1,10006~205|23404~1,10005~78000~1|10006~196~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
370,1,420500,30256,30256,32445~218|32060~218|0~218|0~218|0~218|0~218|30256~223,1,10006~410|23204~1|23104~1|23304~1|23404~1,10005~78000~1|10006~196~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
371,0,422380,0,32300,32137~218|32236~218|32025~218|32062~218|32300~218|32023~218|0~218,1,10006~205|23204~1,10005~79000~1|10006~198~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
372,0,422380,0,30256,32060~219|32301~219|32300~219|32260~219|30256~219|32140~219|0~219,1,10006~205|23104~1,10005~79000~1|10006~198~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
373,0,426090,0,32324,32236~219|32019~219|32063~219|32064~219|32324~219|32140~219|0~219,1,10006~205|23304~1,10005~79000~1|10006~198~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
374,0,426090,0,32061,32019~220|32324~220|30256~220|32260~220|32061~220|32324~220|0~220,1,10006~205|23404~1,10005~79000~1|10006~198~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
375,1,429800,0,32022,32058~220|32019~220|32061~220|32021~220|32022~220|30256~220|0~220,1,10006~410|23204~1|23104~1|23304~1|23404~1,10005~79000~1|10006~198~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
376,0,431690,0,32342,32235~221|32021~221|32260~221|32062~221|32342~221|32324~221|0~221,1,10006~205|23204~1,10005~80000~1|10006~200~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
377,0,431690,0,32260,32341~221|32137~221|32063~221|32342~221|32260~221|30256~221|0~221,1,10006~205|23104~1,10005~80000~1|10006~200~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
378,0,435420,0,32025,32019~222|32138~222|32025~222|32260~222|32025~222|32217~222|0~222,1,10006~205|23304~1,10005~80000~1|10006~200~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
379,0,435420,0,32060,32235~222|32236~222|32236~222|32236~222|32060~222|32141~222|0~222,1,10006~205|23404~1,10005~80000~1|10006~200~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
380,1,439160,31324,31324,32236~223|32138~223|0~223|0~223|0~223|0~223|31324~228,1,10006~415|23204~1|23104~1|23304~1|23404~1,10005~80000~1|10006~200~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
381,0,441060,0,32324,32021~223|32341~223|32060~223|32342~223|32324~223|32062~223|0~223,1,10006~205|23204~1,10005~81000~1|10006~202~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
382,0,441060,0,32025,32301~223|32060~223|32064~223|30256~223|32025~223|32022~223|0~223,1,10006~205|23104~1,10005~81000~1|10006~202~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
383,0,444815,0,32062,32020~223|32236~223|32219~223|32140~223|32062~223|32180~223|0~223,1,10006~205|23304~1,10005~81000~1|10006~202~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
384,0,444815,0,32062,32445~224|32236~224|32342~224|32341~224|32062~224|32236~224|0~224,1,10006~205|23404~1,10005~81000~1|10006~202~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
385,1,448570,0,32470,32137~224|32058~224|32470~224|32342~224|32470~224|32236~224|0~224,1,10006~415|23204~1|23104~1|23304~1|23404~1,10005~81000~1|10006~202~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
386,0,450495,0,32141,32445~224|32060~224|32470~224|32236~224|32141~224|30256~224|0~224,1,10006~205|23204~1,10005~82000~1|10006~204~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
387,0,450495,0,32022,32138~225|32301~225|30256~225|32140~225|32022~225|32022~225|0~225,1,10006~205|23104~1,10005~82000~1|10006~204~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
388,0,454255,0,32236,32236~225|32341~225|32324~225|32324~225|32236~225|32141~225|0~225,1,10006~205|23304~1,10005~82000~1|10006~204~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
389,0,454255,0,32470,32236~225|32136~225|32220~225|32022~225|32470~225|32324~225|0~225,1,10006~205|23404~1,10005~82000~1|10006~204~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
390,1,458035,31236,31236,32060~226|32060~226|0~226|0~226|0~226|0~226|31236~231,1,10006~415|23204~1|23104~1|23304~1|23404~1,10005~82000~1|10006~204~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
391,0,459970,0,32220,32136~226|32236~226|32236~226|32341~226|32220~226|32142~226|0~226,1,10006~205|23204~1,10005~83000~1|10006~206~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
392,0,459970,0,32021,32059~226|32060~226|32063~226|32300~226|32021~226|32300~226|0~226,1,10006~205|23104~1,10005~83000~1|10006~206~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
393,0,463765,0,32021,32137~227|32059~227|32260~227|32470~227|32021~227|30256~227|0~227,1,10006~205|23304~1,10005~83000~1|10006~206~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
394,0,463765,0,30256,32341~227|32136~227|32217~227|32341~227|30256~227|32024~227|0~227,1,10006~205|23404~1,10005~83000~1|10006~206~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
395,1,467560,0,32062,32059~228|32445~228|30256~228|32061~228|32062~228|32063~228|0~228,1,10006~415|23204~1|23104~1|23304~1|23404~1,10005~83000~1|10006~206~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
396,0,469515,0,32022,32301~228|32324~228|32470~228|32236~228|32022~228|32180~228|0~228,1,10006~205|23204~1,10005~84000~1|10006~208~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
397,0,469515,0,32260,32059~228|32138~228|32236~228|32260~228|32260~228|32217~228|0~228,1,10006~205|23104~1,10005~84000~1|10006~208~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
398,0,473325,0,32064,32236~229|32324~229|30256~229|32023~229|32064~229|32060~229|0~229,1,10006~205|23304~1,10005~84000~1|10006~208~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
399,0,473325,0,32022,32235~229|32021~229|32470~229|32324~229|32022~229|32180~229|0~229,1,10006~205|23404~1,10005~84000~1|10006~208~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
400,1,489070,31180,31180,32137~230|32020~230|0~230|0~230|0~230|0~230|31180~235,1,10006~415|23204~1|23104~1|23304~1|23404~1,10005~84000~1|10006~208~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
401,0,491105,0,32180,32137~230|32138~230|32341~230|32300~230|32180~230|32470~230|0~230,1,10006~210|23204~1,10005~85000~1|10006~210~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
402,0,491105,0,30256,32058~231|32324~231|32300~231|30256~231|30256~231|32061~231|0~231,1,10006~210|23104~1,10005~85000~1|10006~210~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
403,0,495065,0,32140,32301~231|32341~231|32324~231|32140~231|32140~231|32023~231|0~231,1,10006~210|23304~1,10005~85000~1|10006~210~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
404,0,495065,0,32219,32060~232|32236~232|30256~232|32220~232|32219~232|32342~232|0~232,1,10006~210|23404~1,10005~85000~1|10006~210~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
405,1,499030,0,32236,32058~232|32019~232|32060~232|32140~232|32236~232|32024~232|0~232,1,10006~420|23204~1|23104~1|23304~1|23404~1,10005~85000~1|10006~210~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
406,0,501090,0,32260,32301~233|32021~233|30256~233|32236~233|32260~233|32341~233|0~233,1,10006~210|23204~1,10005~86000~1|10006~212~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
407,0,501090,0,32324,32136~233|32021~233|32021~233|32025~233|32324~233|32023~233|0~233,1,10006~210|23104~1,10005~86000~1|10006~212~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
