num,roundType,power,bossId,boss,monster,reward,raidReward
774,0,1168105,0,32062,32301~300|32236~300|32341~300|32063~300|32062~300|32300~300|0~300,10006~245|23404~1,10005~159000~1|10006~358~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
775,1,1168105,0,32342,32058~300|32060~300|32062~300|30256~300|32342~300|30256~300|0~300,10006~490|23204~1|23104~1|23304~1|23404~1,10005~159000~1|10006~358~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
776,0,1168105,0,32141,32137~300|32137~300|32470~300|30256~300|32141~300|30256~300|0~300,10006~245|23204~1,10005~160000~1|10006~360~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
777,0,1168105,0,32342,32136~300|32235~300|32062~300|32024~300|32342~300|32023~300|0~300,10006~245|23104~1,10005~160000~1|10006~360~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
778,0,1168105,0,32341,32020~300|32020~300|32341~300|32024~300|32341~300|32060~300|0~300,10006~245|23304~1,10005~160000~1|10006~360~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
779,0,1168105,0,32023,32324~300|32341~300|32024~300|32140~300|32023~300|32324~300|0~300,10006~245|23404~1,10005~160000~1|10006~360~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
780,1,1168105,30256,30256,32445~300|32324~300|0~300|0~300|0~300|0~300|30256~305,10006~495|23204~1|23104~1|23304~1|23404~1,10005~160000~1|10006~360~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
781,0,1168105,0,32021,32445~300|32341~300|32022~300|32022~300|32021~300|32300~300|0~300,10006~245|23204~1,10005~161000~1|10006~362~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
782,0,1168105,0,32021,32060~300|32020~300|32140~300|32342~300|32021~300|32022~300|0~300,10006~245|23104~1,10005~161000~1|10006~362~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
783,0,1168105,0,32470,32445~300|32058~300|32060~300|32236~300|32470~300|32236~300|0~300,10006~245|23304~1,10005~161000~1|10006~362~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
784,0,1168105,0,32470,32021~300|32020~300|32300~300|32470~300|32470~300|32141~300|0~300,10006~245|23404~1,10005~161000~1|10006~362~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
785,1,1168105,0,32324,32137~300|32059~300|32236~300|32025~300|32324~300|32219~300|0~300,10006~495|23204~1|23104~1|23304~1|23404~1,10005~161000~1|10006~362~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
786,0,1168105,0,32324,32058~300|32060~300|32341~300|32021~300|32324~300|30256~300|0~300,10006~245|23204~1,10005~162000~1|10006~364~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
787,0,1168105,0,32063,32021~300|32445~300|30256~300|32220~300|32063~300|32342~300|0~300,10006~245|23104~1,10005~162000~1|10006~364~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
788,0,1168105,0,32260,32301~300|32059~300|32220~300|32219~300|32260~300|32236~300|0~300,10006~245|23304~1,10005~162000~1|10006~364~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
789,0,1168105,0,32341,32019~300|32020~300|32470~300|32140~300|32341~300|32341~300|0~300,10006~245|23404~1,10005~162000~1|10006~364~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
790,1,1168105,31236,31236,32235~300|32445~300|0~300|0~300|0~300|0~300|31236~305,10006~495|23204~1|23104~1|23304~1|23404~1,10005~162000~1|10006~364~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
791,0,1168105,0,32064,32020~300|32137~300|32063~300|32236~300|32064~300|32024~300|0~300,10006~245|23204~1,10005~163000~1|10006~366~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
792,0,1168105,0,32470,32020~300|32021~300|32470~300|32236~300|32470~300|32300~300|0~300,10006~245|23104~1,10005~163000~1|10006~366~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
793,0,1168105,0,30256,32058~300|32445~300|32260~300|32021~300|30256~300|32324~300|0~300,10006~245|23304~1,10005~163000~1|10006~366~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
794,0,1168105,0,32470,32020~300|32445~300|32022~300|32061~300|32470~300|32062~300|0~300,10006~245|23404~1,10005~163000~1|10006~366~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
795,1,1168105,0,32324,32235~300|32020~300|32300~300|32324~300|32324~300|32324~300|0~300,10006~495|23204~1|23104~1|23304~1|23404~1,10005~163000~1|10006~366~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
796,0,1168105,0,32341,32060~300|32235~300|32142~300|32022~300|32341~300|30256~300|0~300,10006~245|23204~1,10005~164000~1|10006~368~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
797,0,1168105,0,32236,32137~300|32324~300|32024~300|32062~300|32236~300|32324~300|0~300,10006~245|23104~1,10005~164000~1|10006~368~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
798,0,1168105,0,32260,32235~300|32136~300|32236~300|32220~300|32260~300|32470~300|0~300,10006~245|23304~1,10005~164000~1|10006~368~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
799,0,1168105,0,32260,32058~300|32137~300|32024~300|32341~300|32260~300|32470~300|0~300,10006~245|23404~1,10005~164000~1|10006~368~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
800,1,1168105,31021,31021,32301~300|32301~300|0~300|0~300|0~300|0~300|31021~305,10006~495|23204~1|23104~1|23304~1|23404~1,10005~164000~1|10006~368~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
801,0,1168105,0,32023,32021~300|32060~300|32025~300|32219~300|32023~300|32064~300|0~300,10006~250|23204~1,10005~165000~1|10006~370~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
802,0,1168105,0,32021,32059~300|32136~300|32342~300|30256~300|32021~300|32061~300|0~300,10006~250|23104~1,10005~165000~1|10006~370~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
803,0,1168105,0,32217,32020~300|32021~300|32061~300|32341~300|32217~300|32236~300|0~300,10006~250|23304~1,10005~165000~1|10006~370~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
804,0,1168105,0,30256,32137~300|32137~300|32236~300|32024~300|30256~300|32061~300|0~300,10006~250|23404~1,10005~165000~1|10006~370~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
805,1,1168105,0,32062,32235~300|32445~300|32260~300|32142~300|32062~300|32180~300|0~300,10006~500|23204~1|23104~1|23304~1|23404~1,10005~165000~1|10006~370~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
806,0,1168105,0,32260,32020~300|32138~300|32260~300|32260~300|32260~300|32062~300|0~300,10006~250|23204~1,10005~166000~1|10006~372~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
807,0,1168105,0,30256,32301~300|32137~300|32025~300|32260~300|30256~300|32236~300|0~300,10006~250|23104~1,10005~166000~1|10006~372~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
808,0,1168105,0,32023,32019~300|32138~300|32219~300|32260~300|32023~300|32022~300|0~300,10006~250|23304~1,10005~166000~1|10006~372~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
809,0,1168105,0,32023,32301~300|32138~300|32023~300|30256~300|32023~300|32061~300|0~300,10006~250|23404~1,10005~166000~1|10006~372~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
810,1,1168105,31341,31341,32019~300|32019~300|0~300|0~300|0~300|0~300|31341~305,10006~500|23204~1|23104~1|23304~1|23404~1,10005~166000~1|10006~372~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
811,0,1168105,0,32062,32020~300|32020~300|32064~300|32341~300|32062~300|32022~300|0~300,10006~250|23204~1,10005~167000~1|10006~374~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
812,0,1168105,0,32063,32021~300|32019~300|32219~300|32217~300|32063~300|30256~300|0~300,10006~250|23104~1,10005~167000~1|10006~374~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
813,0,1168105,0,32341,32021~300|32138~300|32140~300|30256~300|32341~300|32025~300|0~300,10006~250|23304~1,10005~167000~1|10006~374~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
814,0,1168105,0,32022,32445~300|32019~300|32064~300|32022~300|32022~300|32219~300|0~300,10006~250|23404~1,10005~167000~1|10006~374~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
815,1,1168105,0,32061,32021~300|32236~300|32217~300|32470~300|32061~300|32061~300|0~300,10006~500|23204~1|23104~1|23304~1|23404~1,10005~167000~1|10006~374~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
816,0,1168105,0,32236,32020~300|32301~300|32236~300|32217~300|32236~300|32342~300|0~300,10006~250|23204~1,10005~168000~1|10006~376~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
817,0,1168105,0,32024,32235~300|32301~300|32236~300|32061~300|32024~300|32140~300|0~300,10006~250|23104~1,10005~168000~1|10006~376~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
818,0,1168105,0,32236,32019~300|32235~300|32260~300|32260~300|32236~300|32217~300|0~300,10006~250|23304~1,10005~168000~1|10006~376~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
819,0,1168105,0,32236,32060~300|32058~300|32060~300|32260~300|32236~300|32324~300|0~300,10006~250|23404~1,10005~168000~1|10006~376~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
820,1,1168105,31341,31341,32324~300|32059~300|0~300|0~300|0~300|0~300|31341~305,10006~500|23204~1|23104~1|23304~1|23404~1,10005~168000~1|10006~376~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
821,0,1168105,0,32260,32445~300|32136~300|32260~300|32064~300|32260~300|32220~300|0~300,10006~250|23204~1,10005~169000~1|10006~378~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
822,0,1168105,0,32142,32060~300|32341~300|32064~300|32142~300|32142~300|32300~300|0~300,10006~250|23104~1,10005~169000~1|10006~378~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
823,0,1168105,0,32142,32236~300|32021~300|32062~300|32219~300|32142~300|32061~300|0~300,10006~250|23304~1,10005~169000~1|10006~378~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
824,0,1168105,0,32142,32445~300|32341~300|32342~300|32022~300|32142~300|32300~300|0~300,10006~250|23404~1,10005~169000~1|10006~378~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
825,1,1168105,0,32062,32060~300|32019~300|32021~300|32142~300|32062~300|30256~300|0~300,10006~500|23204~1|23104~1|23304~1|23404~1,10005~169000~1|10006~378~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
826,0,1168105,0,32064,32324~300|32136~300|32260~300|32060~300|32064~300|32470~300|0~300,10006~250|23204~1,10005~170000~1|10006~380~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
827,0,1168105,0,32342,32021~300|32445~300|30256~300|32300~300|32342~300|32023~300|0~300,10006~250|23104~1,10005~170000~1|10006~380~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
828,0,1168105,0,32024,32020~300|32235~300|32324~300|32470~300|32024~300|32024~300|0~300,10006~250|23304~1,10005~170000~1|10006~380~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
829,0,1168105,0,32060,32138~300|32301~300|32470~300|32064~300|32060~300|32025~300|0~300,10006~250|23404~1,10005~170000~1|10006~380~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
830,1,1168105,31342,31342,32058~300|32019~300|0~300|0~300|0~300|0~300|31342~305,10006~505|23204~1|23104~1|23304~1|23404~1,10005~170000~1|10006~380~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
831,0,1168105,0,32470,32136~300|32021~300|32342~300|32260~300|32470~300|32260~300|0~300,10006~250|23204~1,10005~171000~1|10006~382~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
832,0,1168105,0,32236,32060~300|32019~300|30256~300|32217~300|32236~300|32142~300|0~300,10006~250|23104~1,10005~171000~1|10006~382~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
833,0,1168105,0,32217,32137~300|32019~300|32141~300|32060~300|32217~300|32236~300|0~300,10006~250|23304~1,10005~171000~1|10006~382~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
834,0,1168105,0,32236,32020~300|32445~300|32219~300|32341~300|32236~300|32470~300|0~300,10006~250|23404~1,10005~171000~1|10006~382~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
835,1,1168105,0,32236,32021~300|32235~300|32180~300|32342~300|32236~300|32064~300|0~300,10006~505|23204~1|23104~1|23304~1|23404~1,10005~171000~1|10006~382~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
836,0,1168105,0,32470,32235~300|32060~300|30256~300|32022~300|32470~300|32470~300|0~300,10006~250|23204~1,10005~172000~1|10006~384~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
837,0,1168105,0,32260,32324~300|32324~300|32470~300|32341~300|32260~300|32063~300|0~300,10006~250|23104~1,10005~172000~1|10006~384~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
838,0,1168105,0,32060,32060~300|32020~300|32023~300|32324~300|32060~300|32022~300|0~300,10006~250|23304~1,10005~172000~1|10006~384~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
839,0,1168105,0,32060,32019~300|32136~300|30256~300|32180~300|32060~300|32260~300|0~300,10006~250|23404~1,10005~172000~1|10006~384~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
840,1,1168105,31180,31180,32019~300|32059~300|0~300|0~300|0~300|0~300|31180~305,10006~505|23204~1|23104~1|23304~1|23404~1,10005~172000~1|10006~384~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
841,0,1168105,0,32219,32060~300|32236~300|32022~300|32062~300|32219~300|32060~300|0~300,10006~250|23204~1,10005~173000~1|10006~386~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
842,0,1168105,0,32024,32060~300|32136~300|32064~300|32220~300|32024~300|32021~300|0~300,10006~250|23104~1,10005~173000~1|10006~386~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
843,0,1168105,0,32300,32059~300|32136~300|32341~300|32260~300|32300~300|32025~300|0~300,10006~250|23304~1,10005~173000~1|10006~386~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
844,0,1168105,0,32180,32137~300|32060~300|32022~300|32220~300|32180~300|32236~300|0~300,10006~250|23404~1,10005~173000~1|10006~386~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
845,1,1168105,0,32341,32020~300|32058~300|32324~300|30256~300|32341~300|32025~300|0~300,10006~505|23204~1|23104~1|23304~1|23404~1,10005~173000~1|10006~386~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
846,0,1168105,0,32236,32324~300|32341~300|32236~300|32324~300|32236~300|32141~300|0~300,10006~250|23204~1,10005~174000~1|10006~388~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
847,0,1168105,0,32060,32058~300|32021~300|32341~300|32062~300|32060~300|32022~300|0~300,10006~250|23104~1,10005~174000~1|10006~388~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
848,0,1168105,0,32324,32020~300|32020~300|32300~300|32341~300|32324~300|32064~300|0~300,10006~250|23304~1,10005~174000~1|10006~388~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
849,0,1168105,0,32022,32021~300|32059~300|32063~300|32064~300|32022~300|32064~300|0~300,10006~250|23404~1,10005~174000~1|10006~388~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
850,1,1168105,31025,31025,32445~300|32136~300|0~300|0~300|0~300|0~300|31025~305,10006~505|23204~1|23104~1|23304~1|23404~1,10005~174000~1|10006~388~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
851,0,1168105,0,32470,32019~300|32059~300|32021~300|32064~300|32470~300|32217~300|0~300,10006~255|23204~1,10005~175000~1|10006~390~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
852,0,1168105,0,32142,32021~300|32445~300|32021~300|32022~300|32142~300|32236~300|0~300,10006~255|23104~1,10005~175000~1|10006~390~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
853,0,1168105,0,32236,32019~300|32235~300|32300~300|32062~300|32236~300|32025~300|0~300,10006~255|23304~1,10005~175000~1|10006~390~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
854,0,1168105,0,32217,32301~300|32445~300|32324~300|32236~300|32217~300|32470~300|0~300,10006~255|23404~1,10005~175000~1|10006~390~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
855,1,1168105,0,32024,32059~300|32324~300|32024~300|32470~300|32024~300|32220~300|0~300,10006~510|23204~1|23104~1|23304~1|23404~1,10005~175000~1|10006~390~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
856,0,1168105,0,32063,32019~300|32059~300|32470~300|32341~300|32063~300|32021~300|0~300,10006~255|23204~1,10005~176000~1|10006~392~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
857,0,1168105,0,32260,32020~300|32301~300|32219~300|32341~300|32260~300|32141~300|0~300,10006~255|23104~1,10005~176000~1|10006~392~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
858,0,1168105,0,32061,32137~300|32059~300|32064~300|32236~300|32061~300|32022~300|0~300,10006~255|23304~1,10005~176000~1|10006~392~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
859,0,1168105,0,32324,32445~300|32324~300|32024~300|32180~300|32324~300|32300~300|0~300,10006~255|23404~1,10005~176000~1|10006~392~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
860,1,1168105,31023,31023,32138~300|32301~300|0~300|0~300|0~300|0~300|31023~305,10006~510|23204~1|23104~1|23304~1|23404~1,10005~176000~1|10006~392~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
861,0,1168105,0,32022,32021~300|32020~300|32025~300|32140~300|32022~300|32341~300|0~300,10006~255|23204~1,10005~177000~1|10006~394~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
862,0,1168105,0,32022,32341~300|32060~300|32342~300|32219~300|32022~300|32236~300|0~300,10006~255|23104~1,10005~177000~1|10006~394~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
863,0,1168105,0,32063,32019~300|32020~300|32140~300|32217~300|32063~300|32140~300|0~300,10006~255|23304~1,10005~177000~1|10006~394~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
864,0,1168105,0,32022,32059~300|32236~300|32061~300|32470~300|32022~300|32063~300|0~300,10006~255|23404~1,10005~177000~1|10006~394~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
865,1,1168105,0,32470,32324~300|32324~300|30256~300|32140~300|32470~300|32341~300|0~300,10006~510|23204~1|23104~1|23304~1|23404~1,10005~177000~1|10006~394~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
866,0,1168105,0,32300,32138~300|32137~300|32470~300|32025~300|32300~300|32341~300|0~300,10006~255|23204~1,10005~178000~1|10006~396~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
867,0,1168105,0,32324,32059~300|32235~300|32063~300|32236~300|32324~300|32300~300|0~300,10006~255|23104~1,10005~178000~1|10006~396~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
868,0,1168105,0,30256,32058~300|32236~300|32064~300|32260~300|30256~300|32341~300|0~300,10006~255|23304~1,10005~178000~1|10006~396~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
869,0,1168105,0,32236,32019~300|32060~300|32025~300|32064~300|32236~300|32024~300|0~300,10006~255|23404~1,10005~178000~1|10006~396~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
870,1,1168105,31025,31025,32137~300|32058~300|0~300|0~300|0~300|0~300|31025~305,10006~510|23204~1|23104~1|23304~1|23404~1,10005~178000~1|10006~396~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
871,0,1168105,0,32022,32060~300|32136~300|32061~300|32022~300|32022~300|32341~300|0~300,10006~255|23204~1,10005~179000~1|10006~398~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
872,0,1168105,0,32060,32445~300|32020~300|32236~300|32260~300|32060~300|32024~300|0~300,10006~255|23104~1,10005~179000~1|10006~398~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
873,0,1168105,0,32236,32137~300|32058~300|32470~300|32022~300|32236~300|32220~300|0~300,10006~255|23304~1,10005~179000~1|10006~398~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
874,0,1168105,0,32062,32019~300|32020~300|32024~300|32236~300|32062~300|32324~300|0~300,10006~255|23404~1,10005~179000~1|10006~398~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
875,1,1168105,0,32300,32236~300|32138~300|32142~300|32341~300|32300~300|32470~300|0~300,10006~510|23204~1|23104~1|23304~1|23404~1,10005~179000~1|10006~398~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
876,0,1168105,0,32060,32058~300|32060~300|32341~300|32062~300|32060~300|32062~300|0~300,10006~255|23204~1,10005~180000~1|10006~400~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
877,0,1168105,0,32025,32020~300|32341~300|32141~300|32060~300|32025~300|32341~300|0~300,10006~255|23104~1,10005~180000~1|10006~400~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
878,0,1168105,0,32217,32021~300|32058~300|30256~300|32324~300|32217~300|32220~300|0~300,10006~255|23304~1,10005~180000~1|10006~400~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
879,0,1168105,0,32060,32341~300|32060~300|32341~300|32217~300|32060~300|32141~300|0~300,10006~255|23404~1,10005~180000~1|10006~400~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
880,1,1168105,31470,31470,32060~300|32341~300|0~300|0~300|0~300|0~300|31470~305,10006~515|23204~1|23104~1|23304~1|23404~1,10005~180000~1|10006~400~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
881,0,1168105,0,32341,32138~300|32020~300|32061~300|32324~300|32341~300|32023~300|0~300,10006~255|23204~1,10005~181000~1|10006~402~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
882,0,1168105,0,32180,32059~300|32236~300|32024~300|32260~300|32180~300|32024~300|0~300,10006~255|23104~1,10005~181000~1|10006~402~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
883,0,1168105,0,32300,32136~300|32059~300|32236~300|32220~300|32300~300|32470~300|0~300,10006~255|23304~1,10005~181000~1|10006~402~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
884,0,1168105,0,32141,32058~300|32324~300|32236~300|32219~300|32141~300|32260~300|0~300,10006~255|23404~1,10005~181000~1|10006~402~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
885,1,1168105,0,32260,32301~300|32058~300|32236~300|32141~300|32260~300|32141~300|0~300,10006~515|23204~1|23104~1|23304~1|23404~1,10005~181000~1|10006~402~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
886,0,1168105,0,32219,32137~300|32235~300|32470~300|32064~300|32219~300|32220~300|0~300,10006~255|23204~1,10005~182000~1|10006~404~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
887,0,1168105,0,32140,32301~300|32138~300|32024~300|32140~300|32140~300|32024~300|0~300,10006~255|23104~1,10005~182000~1|10006~404~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
888,0,1168105,0,32220,32324~300|32445~300|32260~300|32142~300|32220~300|32062~300|0~300,10006~255|23304~1,10005~182000~1|10006~404~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
889,0,1168105,0,32220,32021~300|32137~300|32023~300|32342~300|32220~300|32061~300|0~300,10006~255|23404~1,10005~182000~1|10006~404~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
890,1,1168105,31062,31062,32060~300|32020~300|0~300|0~300|0~300|0~300|31062~305,10006~515|23204~1|23104~1|23304~1|23404~1,10005~182000~1|10006~404~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
891,0,1168105,0,32260,32059~300|32137~300|32342~300|32022~300|32260~300|32342~300|0~300,10006~255|23204~1,10005~183000~1|10006~406~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
892,0,1168105,0,32236,32445~300|32236~300|32022~300|30256~300|32236~300|32021~300|0~300,10006~255|23104~1,10005~183000~1|10006~406~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
893,0,1168105,0,32141,32059~300|32060~300|32260~300|32021~300|32141~300|32061~300|0~300,10006~255|23304~1,10005~183000~1|10006~406~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
894,0,1168105,0,32023,32020~300|32324~300|32063~300|32470~300|32023~300|30256~300|0~300,10006~255|23404~1,10005~183000~1|10006~406~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
895,1,1168105,0,32260,32301~300|32058~300|32142~300|30256~300|32260~300|32141~300|0~300,10006~515|23204~1|23104~1|23304~1|23404~1,10005~183000~1|10006~406~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
896,0,1168105,0,32180,32445~300|32136~300|32142~300|32062~300|32180~300|32062~300|0~300,10006~255|23204~1,10005~184000~1|10006~408~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
897,0,1168105,0,32260,32059~300|32019~300|30256~300|30256~300|32260~300|32324~300|0~300,10006~255|23104~1,10005~184000~1|10006~408~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
898,0,1168105,0,32060,32019~300|32020~300|32470~300|32219~300|32060~300|32300~300|0~300,10006~255|23304~1,10005~184000~1|10006~408~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
899,0,1168105,0,32063,32136~300|32138~300|32023~300|32324~300|32063~300|32470~300|0~300,10006~255|23404~1,10005~184000~1|10006~408~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
900,1,1168105,30256,30256,32138~300|32019~300|0~300|0~300|0~300|0~300|30256~305,10006~515|23204~1|23104~1|23304~1|23404~1,10005~184000~1|10006~408~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
901,0,1168105,0,32140,32341~300|32020~300|32063~300|32064~300|32140~300|32060~300|0~300,10006~260|23204~1,10005~185000~1|10006~410~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
902,0,1168105,0,32022,32341~300|32137~300|32023~300|32341~300|32022~300|32021~300|0~300,10006~260|23104~1,10005~185000~1|10006~410~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
903,0,1168105,0,32470,32445~300|32341~300|32063~300|32064~300|32470~300|32060~300|0~300,10006~260|23304~1,10005~185000~1|10006~410~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
904,0,1168105,0,32141,32020~300|32136~300|32061~300|32064~300|32141~300|32324~300|0~300,10006~260|23404~1,10005~185000~1|10006~410~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
905,1,1168105,0,32141,32235~300|32021~300|32061~300|32180~300|32141~300|32140~300|0~300,10006~520|23204~1|23104~1|23304~1|23404~1,10005~185000~1|10006~410~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
906,0,1168105,0,32342,32059~300|32137~300|32236~300|32024~300|32342~300|32021~300|0~300,10006~260|23204~1,10005~186000~1|10006~412~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
907,0,1168105,0,32260,32445~300|32058~300|32141~300|32260~300|32260~300|32064~300|0~300,10006~260|23104~1,10005~186000~1|10006~412~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
908,0,1168105,0,30256,32136~300|32324~300|32022~300|32021~300|30256~300|32140~300|0~300,10006~260|23304~1,10005~186000~1|10006~412~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
909,0,1168105,0,32023,32301~300|32136~300|32064~300|32061~300|32023~300|32217~300|0~300,10006~260|23404~1,10005~186000~1|10006~412~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
910,1,1168105,31236,31236,32060~300|32445~300|0~300|0~300|0~300|0~300|31236~305,10006~520|23204~1|23104~1|23304~1|23404~1,10005~186000~1|10006~412~1|20044~1~0.45|20043~2~0.45|20042~3~0.45
