id,txt_RoleName,txt_Des,star,starLimit,isInherit,fragment,distance,elem,jobId,role,fightScale,ishide,book,bloodType,bloodCount,skillNormal,skills,modifyPower,heroBaseProps,heroPropGrowth,monsterPropsRatio,actSummonCnt
30955,5星光系侍卫,,5,5,,22955~50,,5,3,300860,1,,,,,300101,,,10~1|12~1|14~1|15~1|20~1|21~1|31~1,10~1|12~1|14~1,1|1|1|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30963,3星暗系侍卫,,3,3,,22963~20,,6,3,300860,1,,,,,300101,,,10~1|12~1|14~1|15~1|20~1|21~1|31~1,10~1|12~1|14~1,1|1|1|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30964,4星暗系侍卫,,4,4,,22964~30,,6,3,300860,1,,,,,300101,,,10~1|12~1|14~1|15~1|20~1|21~1|31~1,10~1|12~1|14~1,1|1|1|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
30965,5星暗系侍卫,,5,5,,22965~50,,6,3,300860,1,,,,,300101,,,10~1|12~1|14~1|15~1|20~1|21~1|31~1,10~1|12~1|14~1,1|1|1|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,
31001,粘液怪,单体伤害,1,1,,,1,1,1,300010,1,1,,,,300101,300111,,,,1.33|1.1|4.97|110|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31004,仙人掌,攻击降防,2,2,,,1,1,1,300040,1,1,,,,300401,300411,,,,1.33|1.1|4.97|111.1|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31005,泡泡鱼,攻击前排,2,2,,,1,1,3,300050,1,1,,,,300501,300511,,,,2.08|0.85|3.89|111.1|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31009,钢牙,增伤,3,3,,,1,1,1,300090,1,1,,,,300901,300911|300921,,,,1.33|1.1|4.97|112.2|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31010,骨盔刺客,针对后排,3,3,,,1,1,2,300100,1,1,,,,301001,301011|301021,,,,1.91|0.9|4.1|113.3|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31011,鱼人贤者,冰冻,3,3,,,2,1,3,300110,1,1,,,,301101,301111|301121,,,,2.08|0.85|3.89|112.2|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31014,哥布林盗贼,冰冻、针对后排,4,5,,,1,1,2,300140,1,1,,,,301401,301411|301421|301431,,,,1.91|0.9|4.1|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31015,悠闲青蛙,寒霜、针对后排,4,5,,,1,1,3,300150,1,1,,,,301501,301511|301521|301531,,,,2.08|0.85|3.89|113.3|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31016,莱戈斯,针对后排,4,5,,,1,1,4,300160,1,1,,,,301601,301611|301621|301631,,,,1.99|0.9|3.89|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31018,水精灵,治疗,4,5,,,2,1,5,300180,1,1,,,,301801,301811|301821|301831,,,,1.74|0.95|4.32|113.3|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31019,督军潮吼,肉盾、冰冻,5,10,,,1,1,1,300190,1,1,,,,301901,301911|301921|301931|301941,,,,1.33|1.1|4.97|115.5|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31020,海潮公主,寒霜、寒霜增伤,5,10,,,2,1,2,300200,1,1,,,,302001,302011|302021|302031|302041,,,,1.91|0.9|4.1|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31021,水影杀手,寒霜、针对残血、针对法师、针对辅助,5,10,,,1,1,2,300210,1,1,,,,302101,302111|302121|302131|302141,,,,1.91|0.9|4.1|115.5|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31022,水光,冰冻、寒霜、针对残血、行动技,5,14,,,2,1,3,300220,1,1,,,,302201,302211|302221|302231|302241|302251,,,,2.08|0.85|3.89|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31023,精灵队长,暴击、禁魔、针对坦克、针对战士,5,14,,,2,1,4,300230,1,1,,,,302301,302311|302321|302331|302341|302351,,,,1.99|0.9|3.89|115.5|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31024,悠妮,治疗、针对后排,5,10,,,2,1,5,300240,1,1,,,,302401,302411|302421|302431|302441,,,,1.74|0.95|4.32|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31025,伊娃,状态加成、针对后排,5,10,,,2,1,5,300250,1,1,,,,302501,302511|302521|302531|302541,,,,1.74|0.95|4.32|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31235,沃顿,降回怒、无敌、受击冰冻、受击治疗,5,14,,,1,1,1,302350,1,1,,,,323501,323511|323521|323531|323541|323551,,,,1.33|1.1|4.97|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31236,疾风,攻击治疗、反控、冰冻增伤,5,14,,,1,1,2,302360,1,1,,,,323601,323611|323621|323631|323641|323651,,,,1.91|0.9|4.1|115.5|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31237,梦翼者,0,5,14,,,2,1,3,302370,1,1,,,,323701,,,,,2.08|0.85|3.89|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31238,灵弓,0,5,14,,,2,1,4,302380,1,1,,,,323801,,,,,1.99|0.9|3.89|115.5|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31042,吸血蝙蝠,偷取,1,1,,,1,2,4,300420,1,1,,,,304201,304211,,,,2.19|0.9|3.56|110|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31043,惊雷兽,防御增强,2,2,,,1,2,1,300430,1,1,,,,304301,304311,,,,1.46|1.1|4.55|111.1|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31046,神枪手,单体伤害,2,2,,,2,2,4,300460,1,1,,,,304601,304611,,,,2.19|0.9|3.56|112.2|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31047,冰蓝巨兽,前排防御增强,3,3,,,1,2,1,300470,1,1,,,,304701,304711|304721,,,,1.46|1.1|4.55|112.2|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31048,飞行守卫III型,针对后排、针对残血,3,3,,,2,2,2,300480,1,1,,,,304801,304811|304821,,,,2.1|0.9|3.76|113.3|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31051,孤狼,治疗,3,3,,,1,2,5,300510,1,1,,,,305101,305111|305121,,,,1.92|0.95|3.96|112.2|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31052,水晶蜘蛛,反伤、受击回怒,4,5,,,1,2,1,300520,1,1,,,,305201,305211|305221|305231,,,,1.46|1.1|4.55|113.3|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31053,匿影武者,中毒、针对后排,4,5,,,1,2,2,300530,1,1,,,,305301,305311|305321|305331,,,,2.1|0.9|3.76|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31054,铃铛猫,全体、针对战士,4,5,,,1,2,3,300540,1,1,,,,305401,305411|305421|305431,,,,2.28|0.85|3.56|115.5|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31056,花仙子,免疫控制、免疫暴击、针对后排,4,5,,,2,2,4,300560,1,1,,,,305601,305611|305621|305631,,,,2.19|0.9|3.56|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31058,翔空,嘲讽、受击治疗、护盾、雷吼之友,5,14,,,1,2,1,300580,1,1,,,,305801,305811|305821|305831|305841|305851,,,,1.46|1.1|4.55|116.6|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31059,雷神之手,连斩、护盾、回合技,5,10,,,2,2,2,300590,1,1,,,,305901,305911|305921|305931|305941,,,,2.1|0.9|3.76|113.3|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31060,神爪,麻痹、暴击、针对后排,5,10,,,1,2,2,300600,1,1,,,,306001,306011|306021|306031|306041,,,,2.1|0.9|3.76|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31061,触电法师,麻痹、全体、增伤,5,10,,,2,2,3,300610,1,1,,,,306101,306111|306121|306131|306141,,,,2.28|0.85|3.56|115.5|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31062,稻草人,最大生命伤害、控制增伤,5,10,,,2,2,3,300620,1,1,,,,306201,306211|306221|306231|306241,,,,2.28|0.85|3.56|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31063,电玩少女,沉默、普攻增强、禁魔,5,10,,,2,2,4,300630,1,1,,,,306301,306311|306321|306331|306341,,,,2.19|0.9|3.56|115.5|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31064,链锤,普攻治疗、受击治疗、治疗,5,10,,,1,2,5,300640,1,1,,,,306401,306411|306421|306431|306441,,,,1.92|0.95|3.96|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31256,狂吼,麻痹、麻痹增伤、暴击流、翔空机友,5,14,,,1,2,3,302560,1,1,,,,325601,325611|325621|325631|325641|325651,,,,2.28|0.85|3.56|113.3|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31257,雷隐,0,5,14,,,1,2,2,302570,1,1,,,,325701,,,,,2.1|0.9|3.76|115.5|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31260,神谕者,复活、强效治疗、死亡治疗,5,14,,,2,2,5,302600,1,1,,,,326001,326011|326021|326031|326041|326051,,,,1.92|0.95|3.96|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31119,食人花,燃烧,1,1,,,2,4,2,301190,1,1,,,,311901,311911,,,,2.2|0.9|3.59|110|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31123,暴怒蜡烛,燃烧,2,2,,,1,4,3,301230,1,1,,,,312301,312311,,,,2.39|0.85|3.4|111.1|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31124,恶魔拳手,单体伤害,2,2,,,1,4,5,301240,1,1,,,,312401,312411,,,,2|0.95|3.78|111.1|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31125,小恶魔,群体伤害,3,3,,,1,4,1,301250,1,1,,,,312501,312511|312521,,,,1.53|1.1|4.35|112.2|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31126,邪恶劣魔,攻击前排,3,3,,,1,4,1,301260,1,1,,,,312601,312611|312621,,,,1.53|1.1|4.35|112.2|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31129,赤红蝎,禁魔、针对后排,3,3,,,1,4,4,301290,1,1,,,,312901,312911|312921,,,,2.29|0.9|3.4|113.3|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31130,小火龙,治疗、攻击治疗,4,5,,,2,4,1,301300,1,1,,,,313001,313011|313021|313031,,,,1.53|1.1|4.35|113.3|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31131,焰灵,攻击降防,4,5,,,2,4,1,301310,1,1,,,,313101,313111|313121|313131,,,,1.53|1.1|4.35|113.3|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31133,南瓜头,怒气回复、针对后排,4,5,,,1,4,3,301330,1,1,,,,313301,313311|313321|313331,,,,2.39|0.85|3.4|113.3|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31134,巨头,针对残血、治疗,4,5,,,1,4,4,301340,1,1,,,,313401,313411|313421|313431,,,,2.29|0.9|3.4|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31136,烈焰之刃,燃烧、减伤、降速,5,14,,,2,4,1,301360,1,1,,,,313601,313611|313621|313631|313641|313651,,,,1.53|1.1|4.35|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31137,蛮人将军,赌命、攻击降防,5,10,,,1,4,1,301370,1,1,,,,313701,313711|313721|313731|313741,,,,1.53|1.1|4.35|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31138,鬼侍,石化、燃烧、全体、针对战士,5,14,,,1,4,2,301380,1,1,,,,313801,313811|313821|313831|313841|313851,,,,2.2|0.9|3.59|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31139,炎杀,针对残血、燃烧、持续伤害增强,5,14,,,1,4,2,301390,1,1,,,,313901,,,,,2.2|0.9|3.59|115.5|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31140,拉瓦,针对战士、针对游侠,5,10,,,1,4,3,301400,1,1,,,,314001,314011|314021|314031|314041,,,,2.39|0.85|3.4|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31141,铁炮,燃烧、燃烧增伤,5,10,,,2,4,4,301410,1,1,,,,314101,314111|314121|314131|314141,,,,2.29|0.9|3.4|115.5|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31142,大恶魔,治疗、免爆、死亡伤害,5,10,,,1,4,5,301420,1,1,,,,314201,314211|314221|314231|314241,,,,2|0.95|3.78|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31298,疾火,0,5,14,,,2,4,4,302980,1,1,,,,329801,,,,,2.29|0.9|3.4|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31300,暴君,燃烧、石化、无敌、复活、全体,5,14,,,2,4,3,303000,1,1,,,,330001,330011|330021|330031|330041|330051,,,,2.39|0.85|3.4|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31301,魔剑士,引爆持续伤害、燃烧、增伤,5,10,,,2,4,4,303010,1,1,,,,330101,330111|330121|330131|330141,,,,2.29|0.9|3.4|115.5|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31164,傀儡卫士,打前排,3,3,,,1,5,1,301640,1,1,,,,316401,316411|316421,,,,1.53|1.21|4.55|112.2|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31167,神殿弓手,群体伤害,3,3,,,2,5,4,301670,1,1,,,,316701,316711|316721,,,,2.29|0.99|3.56|113.3|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31169,雪人,针对战士、针对游侠,4,5,,,1,5,1,301690,1,1,,,,316901,316911|316921|316931,,,,1.53|1.21|4.55|113.3|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31170,圣堂武士,针对后排、针对战士,4,5,,,1,5,2,301700,1,1,,,,317001,317011|317021|317031,,,,2.2|0.99|3.76|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31171,老祭司,眩晕,4,5,,,2,5,3,301710,1,1,,,,317101,317111|317121|317131,,,,2.39|0.94|3.56|113.3|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31175,明啸,治疗、减伤、反伤、护盾,5,14,,,2,5,1,301750,1,1,,,,317501,317511|317521|317531|317541|317551,,,,1.53|1.21|4.55|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31176,阿泰尔,0,5,14,,,1,5,2,301760,1,1,,,,317601,,,,,2.2|0.99|3.76|115.5|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31177,光明使者,降低攻击,5,10,,,1,5,3,301770,1,1,,,,317701,317711|317721|317731|317741,,,,2.39|0.94|3.56|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31178,奥法精英,眩晕、技能增伤、针对后排,5,14,,,2,5,3,301780,1,1,,,,317801,317811|317821|317831|317841|317851,,,,2.39|0.94|3.56|115.5|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31179,蕾娜,0,5,14,,,2,5,4,301790,1,1,,,,317901,,,,,2.29|0.99|3.56|115.5|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31180,圣职者,治疗、攻击回复、受击回复,5,10,,,1,5,5,301800,1,1,,,,318001,318011|318021|318031|318041,,,,2|1.05|3.96|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31181,朱丽叶,0,5,14,,,2,5,5,301810,1,1,,,,318101,,,,,2|1.05|3.96|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31319,赵云,爆发、吸血、队友复活、斩杀,5,14,,,1,5,2,303190,1,1,,,,331901,331911|331921|331931|331941|331951,,,,2.2|0.99|3.76|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31320,马瑟拉,0,5,14,,,1,5,2,303200,1,1,,,,332001,,,,,2.2|0.99|3.76|115.5|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31321,灰袍巫师,护盾、受击回怒、混乱,5,14,,,2,5,3,303210,1,1,,,,332101,332111|332121|332131|332141|332151,,,,2.39|0.94|3.56|115.5|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31322,银闪,0,5,14,,,2,5,4,303220,1,1,,,,332201,,,,,2.29|0.99|3.56|115.5|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31323,银色神官,驱散、无敌、复活、治疗、换血,5,14,,,2,5,5,303230,1,1,,,,332301,332311|332321|332331|332341|332351,,,,2|1.05|3.96|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31324,圣堂武士,增伤、针对低防,5,14,,,1,5,2,303240,1,1,,,,332401,332411|332421|332431|332441|332451,,,,2.2|0.99|3.76|115.5|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31325,光暴,0,5,14,,,1,5,3,303250,1,1,,,,332501,,,,,2.39|0.94|3.56|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31445,雷特,针对残血、回怒、治疗、眩晕、增伤,5,14,,,1,5,2,304450,1,1,,,,344501,344511|344521|344531|344541|344551,,,,2.2|0.99|3.76|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31448,悲伤挽歌,混乱、斩杀、回合技、攻击降怒,5,14,,,2,5,4,304480,1,1,,,,344801,344811|344821|344831|344841|344851,,,,2.29|0.99|3.56|115.5|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31206,冥界法师,针对后排,3,3,,,2,6,3,302060,1,1,,,,320601,320611|320621,,,,2.39|0.94|3.56|112.2|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31207,黑雾,治疗,3,3,,,1,6,5,302070,1,1,,,,320701,320711|320721,,,,2|1.05|3.96|112.2|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31208,见习死神,针对后排,4,5,,,1,6,1,302080,1,1,,,,320801,320811|320821|320831,,,,1.53|1.21|4.55|113.3|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31209,黑暗侍从,针对后排、燃烧,4,5,,,1,6,2,302090,1,1,,,,320901,320911|320921|320931,,,,2.2|0.99|3.76|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31213,小女巫,针对后排,4,5,,,2,6,5,302130,1,1,,,,321301,321311|321321|321331,,,,2|1.05|3.96|113.3|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31214,幽冥勇者,防御增强、护盾、行动技、回合技,5,14,,,1,6,1,302140,1,1,,,,321401,321411|321421|321431|321441|321451,,,,1.53|1.21|4.55|114.4|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
31215,尼雅,0,5,14,,,2,6,2,302150,1,1,,,,321501,,,,,2.2|0.99|3.76|115.5|10|200|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0,
