Id,lv,txt_Name,icon,txt_Des,skillFunc,skillType,distance,buffShow,nextSkill,skillAnim,bulletType,bulletJsonName,skillCharge,hitShake,powerRatio,kamiSound
313032,2,生命提升,ui_passiveSkill_hp,生命+10%,11403,passive,2,,,,,,,,,
313101,1,,,,3131011,normal,1,,,attack_1,1,,,,,
313111,1,致命加速,ui_skill_138,对单个敌人造成134%攻击的伤害，之后每次普攻时使自身速度+9.8，持续4回合,3131111|3131112,special,2,,,attack_2,1,,,,,
313121,1,消熔,ui_passiveSkill_89,攻击时使目标防御-18%，持续1回合,3131211,passive,2,,,,,,,,,
313131,1,暴击提升,ui_passiveSkill_magicDefence,暴击+7%,12002,passive,2,,,,,,,,,
313132,2,暴击提升,ui_passiveSkill_magicDefence,暴击+9%,12003,passive,2,,,,,,,,,
313301,1,,,,3133011,normal,2,,,attack_1,2,sp_sk_fly_red_elec_stand,,,,
313311,1,魔力熔化,ui_skill_133,对后排敌人造成58%攻击的伤害，使目标防御-7%，持续1回合,3133111|3133112,special,2,,,attack_2,2,sp_110_attack_fly,,,,
313321,1,升温,ui_passiveSkill_178,敌方有目标死亡时使自身怒气+20,3133211,passive,2,,,,,,,,,
313331,1,攻击提升,ui_passiveSkill_critical,攻击+7%,11002,passive,2,,,,,,,,,
313332,2,攻击提升,ui_passiveSkill_critical,攻击+9%,11003,passive,2,,,,,,,,,
313401,1,,,,3134011,normal,1,,,attack_1,,,,,,
313411,1,致命一击,ui_skill_134,对生命最低的敌人造成182%攻击的伤害及5%最大生命的伤害，若对方未死亡，则自身受到10%最大生命的伤害,3134111|3134112,special,1,,,attack_2,,,,,,
313421,1,自愈,ui_passiveSkill_179,回合开始时回复15%攻击的血量,3134211,passive,2,,,,,,,,,
313431,1,防御提升,ui_passiveSkill_physicalDefence,防御+7%,11202,passive,2,,,,,,,,,
313432,2,防御提升,ui_passiveSkill_physicalDefence,防御+9%,11203,passive,2,,,,,,,,,
313601,1,,,,3136011,normal,1,,,attack_1,,,,,,
313611,1,防护契约,ui_skill_171,对前排敌人造成116%攻击的伤害，为自己和己方攻击最高的单位附加烈焰之刃防御60%的护盾，并在其受到攻击时，若攻击者身上有燃烧，则使其受到的伤害降低15%，持续2回合,3136111|3136112,special,2,,,attack_2,4,sp_sk_hit_aerolite,,,,
313612,2,防护契约,ui_skill_171,对前排敌人造成127%攻击的伤害，为自己和己方攻击最高的单位附加烈焰之刃防御100%的护盾，并在其受到攻击时，若攻击者身上有燃烧，则使其受到的伤害降低20%，持续2回合,3136121|3136122,special,2,,,attack_2,4,sp_sk_hit_aerolite,,,,
313613,3,防护契约,ui_skill_171,对前排敌人造成139%攻击的伤害，为自己和己方攻击最高的单位附加烈焰之刃防御140%的护盾，并在其受到攻击时，若攻击者身上有燃烧，则使其受到的伤害降低25%，持续2回合,3136131|3136132,special,2,,,attack_2,4,sp_sk_hit_aerolite,,,,
313614,4,防护契约,ui_skill_171,对前排敌人造成154%攻击的伤害，为自己和己方攻击最高的单位附加烈焰之刃防御200%的护盾，并在其受到攻击时，若攻击者身上有燃烧，则使其受到的伤害降低30%，持续2回合,3136141|3136142,special,2,,,attack_2,4,sp_sk_hit_aerolite,,,,
313621,1,硬化皮肤,ui_passiveSkill_181,受到攻击时40%几率使攻击者燃烧，每回合受到施法者攻击31%的伤害，持续1回合,3136211,passive,2,,,,,,,,,
313622,2,硬化皮肤,ui_passiveSkill_181,受到攻击时40%几率使攻击者燃烧，每回合受到施法者攻击36%的伤害，持续1回合,3136221,passive,2,,,,,,,,,
313623,3,硬化皮肤,ui_passiveSkill_181,受到攻击时40%几率使攻击者燃烧，每回合受到施法者攻击40%的伤害，持续1回合,3136231,passive,2,,,,,,,,,
313624,4,硬化皮肤,ui_passiveSkill_181,受到攻击时40%几率使攻击者燃烧，每回合受到施法者攻击45%的伤害，持续1回合,3136241,passive,2,,,,,,,,,
313631,1,防御提升,ui_passiveSkill_hp,防御+9%,11203,passive,2,,,,,,,,,
313632,2,防御提升,ui_passiveSkill_hp,防御+11%,11204,passive,2,,,,,,,,,
313633,3,防御提升,ui_passiveSkill_hp,防御+13%,11205,passive,2,,,,,,,,,
313634,4,防御提升,ui_passiveSkill_hp,防御+15%，生命+15%,11206|11404,passive,2,,,,,,,,,
313641,1,威吓,ui_passiveSkill_202,减伤+8%，持续到战斗结束；受到攻击时，若攻击者身上有燃烧，则有30%几率使攻击者石化，无法行动，持续2回合,3136411,passive,2,,,,,,,,,
313642,2,威吓,ui_passiveSkill_202,减伤+9%，持续到战斗结束；受到攻击时，若攻击者身上有燃烧，则有30%几率使攻击者石化，无法行动，持续2回合,3136421,passive,2,,,,,,,,,
313643,3,威吓,ui_passiveSkill_202,减伤+10%，持续到战斗结束；受到攻击时，若攻击者身上有燃烧，则有30%几率使攻击者石化，无法行动，持续2回合,3136431,passive,2,,,,,,,,,
313644,4,威吓,ui_passiveSkill_202,减伤+12%，持续到战斗结束；受到攻击时，若攻击者身上有燃烧，则有30%几率使攻击者石化，无法行动，持续2回合,3136441,passive,2,,,,,,,,,
313651,1,涅槃,ui_passiveSkill_108,死亡时以40%的生命复活；,3136511,passive,2,,,,,,,,,
313701,1,,,,3137011,normal,1,,,attack_1,,,,,,
313711,1,生死相搏,ui_skill_157,对随机2个敌人造成135%攻击的伤害，对前排1个敌人进行标记，每回合受到自身最大生命15%的伤害，蛮人将军每回合受到其最大生命10%的伤害（双方受到伤害不超过蛮人将军最大生命的70%），任意一方死亡则标记结束,3137111|3137112,special,2,,,attack_2,4,sp_sk_hit_fire_ball_purple,,,,
313712,2,生死相搏,ui_skill_157,对随机2个敌人造成148%攻击的伤害，对前排1个敌人进行标记，每回合受到自身最大生命20%的伤害，蛮人将军每回合受到其最大生命12%的伤害（双方受到伤害不超过蛮人将军最大生命的70%），任意一方死亡则标记结束,3137121|3137122,special,2,,,attack_2,4,sp_sk_hit_fire_ball_purple,,,,
313713,3,生死相搏,ui_skill_157,对随机2个敌人造成163%攻击的伤害，对前排1个敌人进行标记，每回合受到自身最大生命30%的伤害，蛮人将军每回合受到其最大生命20%的伤害（双方受到伤害不超过蛮人将军最大生命的70%），任意一方死亡则标记结束,3137131|3137132,special,2,,,attack_2,4,sp_sk_hit_fire_ball_purple,,,,
313721,1,破甲,ui_passiveSkill_60,攻击时使目标防御-36%，持续1回合,3137211,passive,2,,,,,,,,,
313722,2,破甲,ui_passiveSkill_60,攻击时使目标防御-42%，持续1回合,3137221,passive,2,,,,,,,,,
313723,3,破甲,ui_passiveSkill_60,攻击时使目标防御-47%，持续1回合,3137231,passive,2,,,,,,,,,
313731,1,生命提升,ui_passiveSkill_hp,生命+10%,11403,passive,2,,,,,,,,,
313732,2,生命提升,ui_passiveSkill_hp,生命+15%,11404,passive,2,,,,,,,,,
313733,3,生命提升,ui_passiveSkill_hp,生命+20%,11405,passive,2,,,,,,,,,
313741,1,健壮,ui_passiveSkill_63,生命低于20%时，使自身受疗效果+20%,3137411,passive,2,,,,,,,,,
313742,2,健壮,ui_passiveSkill_63,生命低于20%时，使自身受疗效果+30%,3137421,passive,2,,,,,,,,,
313743,3,健壮,ui_passiveSkill_63,生命低于20%时，使自身受疗效果+50%,3137431,passive,2,,,,,,,,,
313801,1,,,,3138011,normal,1,,,attack_1,,,,,,
313811,1,魔晃斩,ui_skill_138,对全体敌人造成60%攻击的伤害，100%几率使其中1个敌人石化，无法行动，持续2回合，必定使其他敌人燃烧，每回合受到施法者攻击12%的伤害，持续2回合,3138111|3138112|3138113,special,2,,,attack_2,4,sp_sk_hit_fire_sword_purple,,,,
313812,2,魔晃斩,ui_skill_138,对全体敌人造成65%攻击的伤害，100%几率使其中1个敌人石化，无法行动，持续2回合，必定使其他敌人燃烧，每回合受到施法者攻击14%的伤害，持续2回合,3138121|3138122|3138123,special,2,,,attack_2,4,sp_sk_hit_fire_sword_purple,,,,
313813,3,魔晃斩,ui_skill_138,对全体敌人造成71%攻击的伤害，100%几率使其中1个敌人石化，无法行动，持续2回合，必定使其他敌人燃烧，每回合受到施法者攻击16%的伤害，持续2回合,3138131|3138132|3138133,special,2,,,attack_2,4,sp_sk_hit_fire_sword_purple,,,,
313814,4,魔晃斩,ui_skill_138,对全体敌人造成79%攻击的伤害，100%几率使其中1个敌人石化，无法行动，持续2回合，必定使其他敌人燃烧，每回合受到施法者攻击18%的伤害，持续2回合,3138141|3138142|3138143,special,2,,,attack_2,4,sp_sk_hit_fire_sword_purple,,,,
313821,1,破魔术,ui_passiveSkill_183,攻击时使目标防御-17%，持续1回合,3138211,passive,2,,,,,,,,,
313822,2,破魔术,ui_passiveSkill_183,攻击时使目标防御-20%，持续1回合,3138221,passive,2,,,,,,,,,
313823,3,破魔术,ui_passiveSkill_183,攻击时使目标防御-22%，持续1回合,3138231,passive,2,,,,,,,,,
313824,4,破魔术,ui_passiveSkill_183,攻击时使目标防御-25%，持续1回合,3138241,passive,2,,,,,,,,,
313831,1,暴击提升,ui_passiveSkill_magicDefence,暴击+9%,12003,passive,2,,,,,,,,,
313832,2,暴击提升,ui_passiveSkill_magicDefence,暴击+11%,12004,passive,2,,,,,,,,,
313833,3,暴击提升,ui_passiveSkill_magicDefence,暴击+13%,12005,passive,2,,,,,,,,,
313834,4,暴击提升,ui_passiveSkill_magicDefence,暴击+15%，生命+20%,12006|11405,passive,2,,,,,,,,,
313841,1,反击经验,ui_passiveSkill_204,对战士增伤+12%，持续到战斗结束,3138411,passive,2,,,,,,,,,
313842,2,反击经验,ui_passiveSkill_204,对战士增伤+14%，持续到战斗结束,3138421,passive,2,,,,,,,,,
313843,3,反击经验,ui_passiveSkill_204,对战士增伤+16%，持续到战斗结束,3138431,passive,2,,,,,,,,,
313844,4,反击经验,ui_passiveSkill_204,对战士增伤+18%，持续到战斗结束,3138441,passive,2,,,,,,,,,
313851,1,凶字斩,ui_skill_10,攻击时30%几率对战士造成额外15%最大生命的伤害,3138511,passive,2,,,,,,,,,
313901,1,,,,3139011,normal,1,,,attack_1,1,,,,,
313911,1,炎杀,ui_skill_118,对生命最低的3个敌人造成70%攻击的伤害，使目标燃烧，持续3回合，第1回合造成施法者攻击21%的伤害，第2回合造成施法者攻击27%的伤害，第3回合造成施法者攻击35%的伤害,3139111|3139112,special,2,,,attack_2,4,sp_sk_hit_aerolite,,,,
313912,2,炎杀,ui_skill_118,对生命最低的3个敌人造成76%攻击的伤害，使目标燃烧，持续3回合，第1回合造成施法者攻击24%的伤害，第2回合造成施法者攻击31%的伤害，第3回合造成施法者攻击40%的伤害,3139121|3139122,special,2,,,attack_2,4,sp_sk_hit_aerolite,,,,
313913,3,炎杀,ui_skill_118,对生命最低的3个敌人造成84%攻击的伤害，使目标燃烧，持续3回合，第1回合造成施法者攻击27%的伤害，第2回合造成施法者攻击35%的伤害，第3回合造成施法者攻击45%的伤害,3139131|3139132,special,2,,,attack_2,4,sp_sk_hit_aerolite,,,,
313914,4,炎杀,ui_skill_118,对生命最低的3个敌人造成93%攻击的伤害，使目标燃烧，持续3回合，第1回合造成施法者攻击30%的伤害，第2回合造成施法者攻击39%的伤害，第3回合造成施法者攻击50%的伤害,3139141|3139142,special,2,,,attack_2,4,sp_sk_hit_aerolite,,,,
313921,1,嗜血魔匕,ui_passiveSkill_181,普攻时使自身暴击+36%，持续1回合，普攻时15%几率使目标石化，无法行动，持续1回合,3139211|3139212,passive,2,,,,,,,,,
313922,2,嗜血魔匕,ui_passiveSkill_181,普攻时使自身暴击+42%，持续1回合，普攻时20%几率使目标石化，无法行动，持续1回合,3139221|3139222,passive,2,,,,,,,,,
313923,3,嗜血魔匕,ui_passiveSkill_181,普攻时使自身暴击+47%，持续1回合，普攻时25%几率使目标石化，无法行动，持续1回合,3139231|3139232,passive,2,,,,,,,,,
313924,4,嗜血魔匕,ui_passiveSkill_181,普攻时使自身暴击+52%，持续1回合，普攻时35%几率使目标石化，无法行动，持续1回合,3139241|3139242,passive,2,,,,,,,,,
313931,1,攻击提升,ui_passiveSkill_critical,攻击+9%,11003,passive,2,,,,,,,,,
313932,2,攻击提升,ui_passiveSkill_critical,攻击+11%,11004,passive,2,,,,,,,,,
313933,3,攻击提升,ui_passiveSkill_critical,攻击+13%,11005,passive,2,,,,,,,,,
313934,4,攻击提升,ui_passiveSkill_critical,攻击+15%，生命+20%,11006|11405,passive,2,,,,,,,,,
313941,1,地狱之炎,ui_skill_99,攻击+14%，持续到战斗结束，攻击时使目标减伤-14%，持续2回合,3139411|3139412,passive,2,,,,,,,,,
313942,2,地狱之炎,ui_skill_99,攻击+16%，持续到战斗结束，攻击时使目标减伤-16%，持续2回合,3139421|3139422,passive,2,,,,,,,,,
313943,3,地狱之炎,ui_skill_99,攻击+18%，持续到战斗结束，攻击时使目标减伤-18%，持续2回合,3139431|3139432,passive,2,,,,,,,,,
313944,4,地狱之炎,ui_skill_99,攻击+21%，持续到战斗结束，攻击时使目标减伤-20%，持续2回合,3139441|3139442,passive,2,,,,,,,,,
313951,1,爆燃,ui_skill_130,施放技能时使目标症状减伤-57%，持续到战斗结束,3139511,passive,2,,,,,,,,,
314001,1,,,,3140011,normal,2,,,attack_1,2,sp_magicball,,,,
314011,1,聚炎波,ui_skill_136,对生命最高的2名敌人造成129%攻击的伤害，对战士和游侠类敌人造成额外6%最大生命的伤害,3140111|3140112,special,2,,,attack_2,4,sp_sk_hit_icebeer_red,,,,
314012,2,聚炎波,ui_skill_136,对生命最高的2名敌人造成141%攻击的伤害，对战士和游侠类敌人造成额外7%最大生命的伤害,3140121|3140122,special,2,,,attack_2,4,sp_sk_hit_icebeer_red,,,,
314013,3,聚炎波,ui_skill_136,对生命最高的2名敌人造成155%攻击的伤害，对战士和游侠类敌人造成额外8%最大生命的伤害,3140131|3140132,special,2,,,attack_2,4,sp_sk_hit_icebeer_red,,,,
314021,1,强硬,ui_passiveSkill_185,对战士增伤+12%，持续到战斗结束,3140211,passive,2,,,,,,,,,
314022,2,强硬,ui_passiveSkill_185,对战士增伤+14%，持续到战斗结束,3140221,passive,2,,,,,,,,,
314023,3,强硬,ui_passiveSkill_185,对战士增伤+16%，持续到战斗结束,3140231,passive,2,,,,,,,,,
314031,1,生命提升,ui_passiveSkill_hp,生命+10%,11403,passive,2,,,,,,,,,
314032,2,生命提升,ui_passiveSkill_hp,生命+15%,11404,passive,2,,,,,,,,,
314033,3,生命提升,ui_passiveSkill_hp,生命+20%,11405,passive,2,,,,,,,,,
314041,1,火焰漩涡,ui_skill_118,对游侠增伤+12%，持续到战斗结束,3140411,passive,2,,,,,,,,,
314042,2,火焰漩涡,ui_skill_118,对游侠增伤+14%，持续到战斗结束,3140421,passive,2,,,,,,,,,
314043,3,火焰漩涡,ui_skill_118,对游侠增伤+16%，持续到战斗结束,3140431,passive,2,,,,,,,,,
314101,1,,,,3141011,normal,2,,,attack_1,2,sp_148_attack_fly,,,,
314111,1,燃烧光波,ui_skill_171,对全体敌人造成83%攻击的伤害，40%几率使目标燃烧，每回合受到施法者攻击9%的伤害，持续2回合,3141111|3141112,special,2,,,attack_2,5,sp_sk_hit_explode,,,,
314112,2,燃烧光波,ui_skill_171,对全体敌人造成91%攻击的伤害，40%几率使目标燃烧，每回合受到施法者攻击10%的伤害，持续2回合,3141121|3141122,special,2,,,attack_2,5,sp_sk_hit_explode,,,,
314113,3,燃烧光波,ui_skill_171,对全体敌人造成100%攻击的伤害，40%几率使目标燃烧，每回合受到施法者攻击12%的伤害，持续2回合,3141131|3141132,special,2,,,attack_2,5,sp_sk_hit_explode,,,,
314121,1,余热,ui_passiveSkill_175,回合结束时对处于燃烧状态的敌人造成30%攻击的伤害,3141211,passive,2,,,,,,,,,
314122,2,余热,ui_passiveSkill_175,回合结束时对处于燃烧状态的敌人造成35%攻击的伤害,3141221,passive,2,,,,,,,,,
314123,3,余热,ui_passiveSkill_175,回合结束时对处于燃烧状态的敌人造成40%攻击的伤害,3141231,passive,2,,,,,,,,,
314131,1,防御提升,ui_passiveSkill_physicalDefence,防御+9%,11203,passive,2,,,,,,,,,
314132,2,防御提升,ui_passiveSkill_physicalDefence,防御+11%,11204,passive,2,,,,,,,,,
314133,3,防御提升,ui_passiveSkill_physicalDefence,防御+13%,11205,passive,2,,,,,,,,,
314141,1,不灭火焰,ui_skill_123,死亡时使敌方随机3个目标燃烧，每回合受到施法者攻击15%的伤害，持续2回合,3141411,passive,2,,,,,,,,,
314142,2,不灭火焰,ui_skill_123,死亡时使敌方随机3个目标燃烧，每回合受到施法者攻击17%的伤害，持续2回合,3141421,passive,2,,,,,,,,,
314143,3,不灭火焰,ui_skill_123,死亡时使敌方随机3个目标燃烧，每回合受到施法者攻击19%的伤害，持续2回合,3141431,passive,2,,,,,,,,,
314201,1,,,,3142011,normal,2,,,attack_1,2,sp_224_attack_fly,,,,
314211,1,灵魂燃烧,ui_skill_142,对单个敌人造成194%攻击的伤害，恢复我方生命百分比最低目标155%攻击的生命,3142111|3142112,special,2,,,attack_2,4,sp_sk_hit_yellowhit_purple,,,,
314212,2,灵魂燃烧,ui_skill_142,对单个敌人造成212%攻击的伤害，恢复我方生命百分比最低目标170%攻击的生命,3142121|3142122,special,2,,,attack_2,4,sp_sk_hit_yellowhit_purple,,,,
314213,3,灵魂燃烧,ui_skill_142,对单个敌人造成233%攻击的伤害，恢复我方生命百分比最低目标186%攻击的生命,3142131|3142132,special,2,,,attack_2,4,sp_sk_hit_yellowhit_purple,,,,
314221,1,恶魔皮肤,ui_passiveSkill_187,受到暴击时使自身爆伤减免+35%，持续2回合,3142211,passive,2,,,,,,,,,
314222,2,恶魔皮肤,ui_passiveSkill_187,受到暴击时使自身爆伤减免+40%，持续2回合,3142221,passive,2,,,,,,,,,
314223,3,恶魔皮肤,ui_passiveSkill_187,受到暴击时使自身爆伤减免+45%，持续2回合,3142231,passive,2,,,,,,,,,
314231,1,防御提升,ui_passiveSkill_physicalDefence,防御+9%,11203,passive,2,,,,,,,,,
314232,2,防御提升,ui_passiveSkill_physicalDefence,防御+11%,11204,passive,2,,,,,,,,,
314233,3,防御提升,ui_passiveSkill_physicalDefence,防御+13%,11205,passive,2,,,,,,,,,
314241,1,恶魔爆炸,ui_passiveSkill_208,死亡时对敌方全体造成10%自身最大生命的伤害,3142411,passive,2,,,,,,,,,
314242,2,恶魔爆炸,ui_passiveSkill_208,死亡时对敌方全体造成15%自身最大生命的伤害,3142421,passive,2,,,,,,,,,
314243,3,恶魔爆炸,ui_passiveSkill_208,死亡时对敌方全体造成20%自身最大生命的伤害,3142431,passive,2,,,,,,,,,
329801,1,,,,3180011,normal,2,,,attack_1,,,,,,
329811,1,,ui_skill_118,,3180011,special,2,,,attack_2,,,,,,
329812,2,,ui_skill_118,,3180011,special,2,,,attack_2,,,,,,
329813,3,,ui_skill_118,,3180011,special,2,,,attack_2,,,,,,
329814,4,,ui_skill_118,,3180011,special,2,,,attack_2,,,,,,
329821,1,,ui_passiveSkill_178,,3180011,passive,2,,,,,,,,,
329822,2,,ui_passiveSkill_178,,3180011,passive,2,,,,,,,,,
329823,3,,ui_passiveSkill_178,,3180011,passive,2,,,,,,,,,
329824,4,,ui_passiveSkill_178,,3180011,passive,2,,,,,,,,,
329831,1,防御提升,ui_passiveSkill_physicalDefence,防御+9%,11203,passive,2,,,,,,,,,
329832,2,防御提升,ui_passiveSkill_physicalDefence,防御+11%,11204,passive,2,,,,,,,,,
329833,3,防御提升,ui_passiveSkill_physicalDefence,防御+13%,11205,passive,2,,,,,,,,,
329834,4,防御提升,ui_passiveSkill_physicalDefence,防御+15%，生命+20%,11206|11405,passive,2,,,,,,,,,
329841,1,,ui_passiveSkill_155,,3180011,passive,2,,,,,,,,,
329842,2,,ui_passiveSkill_155,,3180011,passive,2,,,,,,,,,
329843,3,,ui_passiveSkill_155,,3180011,passive,2,,,,,,,,,
329844,4,,ui_passiveSkill_155,,3180011,passive,2,,,,,,,,,
329851,1,,ui_passiveSkill_136,,3180011,passive,2,,,,,,,,,
329852,2,,ui_passiveSkill_136,,3180011,passive,2,,,,,,,,,
329853,3,,ui_passiveSkill_136,,3180011,passive,2,,,,,,,,,
329854,4,,ui_passiveSkill_136,,3180011,passive,2,,,,,,,,,
330001,1,,,,3300011,normal,1,,,attack_1,,,,,,
330011,1,熔岩惩戒,ui_skill_118,对全体敌人造成57%攻击的伤害，100%几率使目标燃烧，每回合受到施法者攻击9%的伤害，持续2回合,3300111|3300112,special,2,,,attack_2,4,sp_sk_hit_fire_sword_yellow,,,,
330012,2,熔岩惩戒,ui_skill_118,对全体敌人造成62%攻击的伤害，100%几率使目标燃烧，每回合受到施法者攻击10%的伤害，持续2回合,3300121|3300122,special,2,,,attack_2,4,sp_sk_hit_fire_sword_yellow,,,,
330013,3,熔岩惩戒,ui_skill_118,对全体敌人造成68%攻击的伤害，100%几率使目标燃烧，每回合受到施法者攻击12%的伤害，持续2回合,3300131|3300132,special,2,,,attack_2,4,sp_sk_hit_fire_sword_yellow,,,,
330014,4,熔岩惩戒,ui_skill_118,对全体敌人造成76%攻击的伤害，100%几率使目标燃烧，每回合受到施法者攻击13%的伤害，持续2回合,3300141|3300142,special,2,,,attack_2,4,sp_sk_hit_fire_sword_yellow,,,,
330021,1,龙人秘术,ui_passiveSkill_202,攻击燃烧目标时30%几率使目标石化，无法行动，持续2回合,3300211,passive,2,,,,,,,,,
330022,2,龙人秘术,ui_passiveSkill_202,攻击燃烧目标时36%几率使目标石化，无法行动，持续2回合,3300221,passive,2,,,,,,,,,
330023,3,龙人秘术,ui_passiveSkill_202,攻击燃烧目标时42%几率使目标石化，无法行动，持续2回合,3300231,passive,2,,,,,,,,,
330024,4,龙人秘术,ui_passiveSkill_202,攻击燃烧目标时50%几率使目标石化，无法行动，持续2回合,3300241,passive,2,,,,,,,,,
330031,1,攻击提升,ui_passiveSkill_critical,攻击+9%,11003,passive,2,,,,,,,,,
330032,2,攻击提升,ui_passiveSkill_critical,攻击+11%,11004,passive,2,,,,,,,,,
330033,3,攻击提升,ui_passiveSkill_critical,攻击+13%,11005,passive,2,,,,,,,,,
330034,4,攻击提升,ui_passiveSkill_critical,攻击+15%，生命+20%,11006|11405,passive,2,,,,,,,,,
330041,1,龙火之力,ui_passiveSkill_175,受到攻击时50%几率使自身攻击+17%，持续2回合，回合开始时，有60%几率使自身受到战士的伤害降低30%,3300411|3300412,passive,2,,,,,,,,,
330042,2,龙火之力,ui_passiveSkill_175,受到攻击时50%几率使自身攻击+22%，持续2回合，回合开始时，有60%几率使自身受到战士的伤害降低30%,3300421|3300422,passive,2,,,,,,,,,
330043,3,龙火之力,ui_passiveSkill_175,受到攻击时50%几率使自身攻击+27%，持续2回合，回合开始时，有60%几率使自身受到战士的伤害降低30%,3300431|3300432,passive,2,,,,,,,,,
330044,4,龙火之力,ui_passiveSkill_175,受到攻击时50%几率使自身攻击+32%，持续2回合，回合开始时，有60%几率使自身受到战士的伤害降低30%,3300441|3300442,passive,2,,,,,,,,,
330051,1,龙血法典,ui_skill_136,回合结束时30%几率消耗20%当前血量，使自身无敌，免疫所有伤害，持续2回合，如果该效果触发了3次，便会在死亡时以50%的生命复活,3300511|3300512,passive,2,,,,,,,,,
330101,1,,,,3301011,normal,1,,,attack_1,,,,,,
330111,1,Overkill,ui_skill_157,对暴击最高的2个敌人造成129%攻击的伤害，使目标身上的持续伤害效果立即生效（部分持续伤害无效）,3301111|3301113,special,2,,,attack_2,4,301_308_attack_2,,,,
330112,2,Overkill,ui_skill_157,对暴击最高的2个敌人造成141%攻击的伤害，使目标身上的持续伤害效果立即生效（部分持续伤害无效）,3301121|3301123,special,2,,,attack_2,4,301_308_attack_2,,,,
330113,3,Overkill,ui_skill_157,对暴击最高的2个敌人造成155%攻击的伤害，使目标身上的持续伤害效果立即生效（部分持续伤害无效）,3301131|3301133,special,2,,,attack_2,4,301_308_attack_2,,,,
330121,1,恶魔之子,ui_passiveSkill_187,症状抗性+7%，增伤+5%，持续到战斗结束,3301211,passive,2,,,,,,,,,
330122,2,恶魔之子,ui_passiveSkill_187,症状抗性+8%，增伤+6%，持续到战斗结束,3301221,passive,2,,,,,,,,,
330123,3,恶魔之子,ui_passiveSkill_187,症状抗性+9%，增伤+7%，持续到战斗结束,3301231,passive,2,,,,,,,,,
330131,1,暴击提升,ui_passiveSkill_magicDefence,暴击+9%,12003,passive,2,,,,,,,,,
330132,2,暴击提升,ui_passiveSkill_magicDefence,暴击+11%,12004,passive,2,,,,,,,,,
330133,3,暴击提升,ui_passiveSkill_magicDefence,暴击+13%,12005,passive,2,,,,,,,,,
330141,1,叛逆,ui_skill_42,回合开始时，有70%几率给随机3个敌人附加燃烧，每回合受到施法者攻击15%的伤害，持续2回合,3301411,passive,2,,,,,,,,,
330142,2,叛逆,ui_skill_42,回合开始时，有70%几率给随机3个敌人附加燃烧，每回合受到施法者攻击17%的伤害，持续2回合,3301421,passive,2,,,,,,,,,
330143,3,叛逆,ui_skill_42,回合开始时，有70%几率给随机3个敌人附加燃烧，每回合受到施法者攻击19%的伤害，持续2回合,3301431,passive,2,,,,,,,,,
316401,1,,,,3164011,normal,1,,,attack_1,,,,,,
316411,1,闲者止步,ui_skill_59,对前排敌人造成83%攻击的伤害，使己方随机2个目标症状抗性+11%，持续1回合,3164111|3164112,special,2,,,attack_2,,,,,,
316421,1,生命上升,ui_passiveSkill_hp,生命+5%,11401,passive,2,,,,,,,,,
316701,1,,,,3167011,normal,2,,,attack_1,2,sp_arrow,,,,
316711,1,箭雨,ui_skill_10,对随机3个敌人造成67%攻击的伤害，使自身暴击+36%，持续1回合,3167111|3167112,special,2,,,attack_2,4,sp_sk_hit_punishing_shot_crowd,,,,
316721,1,防御上升,ui_passiveSkill_physicalDefence,防御+5%,11201,passive,2,,,,,,,,,
316901,1,,,,3169011,normal,1,,,attack_1,,,,,,
316911,1,愤怒一击,ui_skill_204,对随机3个敌人造成67%攻击的伤害，使己方全体对战士增伤+6%，对游侠增伤+6%，持续2回合,3169111|3169112,special,2,,,attack_2,4,sp_sk_hit_blueexplor,,,,
316921,1,防寒,ui_passiveSkill_223,行动开始时，若处于控制状态则防御+36%，持续1回合,3169211,passive,2,,,,,,,,,
316931,1,生命提升,ui_passiveSkill_hp,生命+7%,11402,passive,2,,,,,,,,,
316932,2,生命提升,ui_passiveSkill_hp,生命+10%,11403,passive,2,,,,,,,,,
317001,1,,,,3170011,normal,1,,,attack_1,,,,,,
317011,1,忏悔,ui_skill_176,对后排随机2个敌人造成101%攻击的伤害，对战士类敌人造成额外6%最大生命的伤害,3170111|3170112,special,2,,,attack_2,,,,,,
317021,1,神使,ui_passiveSkill_88,对战士增伤+12%，持续到战斗结束,3170211,passive,2,,,,,,,,,
317031,1,攻击提升,ui_passiveSkill_critical,攻击+7%,11002,passive,2,,,,,,,,,
317032,2,攻击提升,ui_passiveSkill_critical,攻击+9%,11003,passive,2,,,,,,,,,
317101,1,,,,3171011,normal,2,,,attack_1,3,sp_sk_fly_red_elec_stand,,,,
317111,1,圣光制裁,ui_skill_134,对前排敌人造成126%攻击的伤害,3171111,special,2,,,attack_2,1,,,,,
317121,1,眩目,ui_passiveSkill_225,施放技能时20%几率使目标眩晕，无法行动，持续1回合,3171211,passive,2,,,,,,,,,
317131,1,攻击提升,ui_passiveSkill_critical,攻击+7%,11002,passive,2,,,,,,,,,
317132,2,攻击提升,ui_passiveSkill_critical,攻击+9%,11003,passive,2,,,,,,,,,
317501,1,,,,3175011,normal,1,,,attack_1,1,,,,,
317511,1,神迹,ui_passiveSkill_178,对随机3个敌人造成114%攻击的伤害，恢复自身101%攻击的生命值,3175111|3175112,special,2,,,attack_2,4,sp_sk_hit_fire_sword_yellow,,,,
