id,txt_Name,txt_Desc,icon,group,overlap,priority,round,buffType,dispel,attribute,func,controlType,deathDrop,noFollow,activeJson,activeName,heroAct,persistJson,position
3138232,防御降低,防御-22%,buff_defenDown,3138212,1,30,1,2|30|302,1,1200~-0.22,,,1,,,,,,
3138242,防御降低,防御-25%,buff_defenDown,3138212,1,40,1,2|30|302,1,1200~-0.25,,,1,,,,,,
3138411,1,对战士增伤+12%,,3138411,1,10,9999,1|30|301,,47~0.12,,,,,,,,,
3138421,2,对战士增伤+14%,,3138411,1,20,9999,1|30|301,,47~0.14,,,,,,,,,
3138431,3,对战士增伤+16%,,3138411,1,30,9999,1|30|301,,47~0.16,,,,,,,,,
3138441,4,对战士增伤+18%,,3138411,1,40,9999,1|30|301,,47~0.18,,,,,,,,,
3138511,,攻击时30%几率对战士造成额外15%最大生命的伤害,,3138511,1,10,9999,1|50|501,,,buff_atkExtraDmg~0.3~job_target_2~targetMaxLife~0.15~2,,,,,,,,
3139112,燃烧,燃烧，持续3回合，第1回合造成施法者攻击21%的伤害，第2回合造成施法者攻击27%的伤害，第3回合造成施法者攻击35%的伤害,buff_burn,3139112,1,10,3,2|10|102,1,,buff_dot~1~originAtk~2~0.21~0.27~0.35,,1,,,,,sp_bf_last_burn,p_h
3139122,燃烧,燃烧，持续3回合，第1回合造成施法者攻击24%的伤害，第2回合造成施法者攻击31%的伤害，第3回合造成施法者攻击40%的伤害,buff_burn,3139112,1,20,3,2|10|102,1,,buff_dot~1~originAtk~2~0.24~0.31~0.4,,1,,,,,sp_bf_last_burn,p_h
3139132,燃烧,燃烧，持续3回合，第1回合造成施法者攻击27%的伤害，第2回合造成施法者攻击35%的伤害，第3回合造成施法者攻击45%的伤害,buff_burn,3139112,1,30,3,2|10|102,1,,buff_dot~1~originAtk~2~0.27~0.35~0.45,,1,,,,,sp_bf_last_burn,p_h
3139142,燃烧,燃烧，持续3回合，第1回合造成施法者攻击30%的伤害，第2回合造成施法者攻击39%的伤害，第3回合造成施法者攻击50%的伤害,buff_burn,3139112,1,40,3,2|10|102,1,,buff_dot~1~originAtk~2~0.3~0.39~0.5,,1,,,,,sp_bf_last_burn,p_h
3139211,1,普攻时使自身暴击+36%，持续1回合,,3139211,1,10,9999,1|50|501,,,buff_atkExtraBuff~skillType_normal|atker_self~1~atker~1~3139213,,,,,,,,
3139221,2,普攻时使自身暴击+42%，持续1回合,,3139211,1,20,9999,1|50|501,,,buff_atkExtraBuff~skillType_normal|atker_self~1~atker~1~3139223,,,,,,,,
3139231,3,普攻时使自身暴击+47%，持续1回合,,3139211,1,30,9999,1|50|501,,,buff_atkExtraBuff~skillType_normal|atker_self~1~atker~1~3139233,,,,,,,,
3139241,4,普攻时使自身暴击+52%，持续1回合,,3139211,1,40,9999,1|50|501,,,buff_atkExtraBuff~skillType_normal|atker_self~1~atker~1~3139243,,,,,,,,
3139212,1,普攻时15%几率使目标石化，无法行动，持续1回合,,3139212,1,10,9999,1|50|501,,,buff_atkExtraBuff~skillType_normal|atker_self~0.15~defenser~1~1050,,,,,,,,
3139222,2,普攻时20%几率使目标石化，无法行动，持续1回合,,3139212,1,20,9999,1|50|501,,,buff_atkExtraBuff~skillType_normal|atker_self~0.2~defenser~1~1050,,,,,,,,
3139232,3,普攻时25%几率使目标石化，无法行动，持续1回合,,3139212,1,30,9999,1|50|501,,,buff_atkExtraBuff~skillType_normal|atker_self~0.25~defenser~1~1050,,,,,,,,
3139242,4,普攻时35%几率使目标石化，无法行动，持续1回合,,3139212,1,40,9999,1|50|501,,,buff_atkExtraBuff~skillType_normal|atker_self~0.35~defenser~1~1050,,,,,,,,
3139213,暴击提升,暴击+36%,buff_critUp,3139213,1,10,1,1|30|301,1,20~0.36,,,1,,,,,,
3139223,暴击提升,暴击+42%,buff_critUp,3139213,1,20,1,1|30|301,1,20~0.42,,,1,,,,,,
3139233,暴击提升,暴击+47%,buff_critUp,3139213,1,30,1,1|30|301,1,20~0.47,,,1,,,,,,
3139243,暴击提升,暴击+52%,buff_critUp,3139213,1,40,1,1|30|301,1,20~0.52,,,1,,,,,,
3139411,1,攻击+14%,,3139411,1,10,9999,1|30|301,,1000~0.14,,,,,,,,,
3139421,2,攻击+16%,,3139411,1,20,9999,1|30|301,,1000~0.16,,,,,,,,,
3139431,3,攻击+18%,,3139411,1,30,9999,1|30|301,,1000~0.18,,,,,,,,,
3139441,4,攻击+21%,,3139411,1,40,9999,1|30|301,,1000~0.21,,,,,,,,,
3139412,1,攻击时使目标减伤-14%，持续2回合,,3139412,1,10,9999,1|50|501,,,buff_atkExtraBuff~atker_self~1~defenser~1~3139413,,,,,,,,
3139422,2,攻击时使目标减伤-16%，持续2回合,,3139412,1,20,9999,1|50|501,,,buff_atkExtraBuff~atker_self~1~defenser~1~3139423,,,,,,,,
3139432,3,攻击时使目标减伤-18%，持续2回合,,3139412,1,30,9999,1|50|501,,,buff_atkExtraBuff~atker_self~1~defenser~1~3139433,,,,,,,,
3139442,4,攻击时使目标减伤-20%，持续2回合,,3139412,1,40,9999,1|50|501,,,buff_atkExtraBuff~atker_self~1~defenser~1~3139443,,,,,,,,
3139413,减伤降低,减伤-14%,buff_defenDown,3139413,1,10,2,2|30|302,1,41~-0.14,,,1,,,,,,
3139423,减伤降低,减伤-16%,buff_defenDown,3139413,1,20,2,2|30|302,1,41~-0.16,,,1,,,,,,
3139433,减伤降低,减伤-18%,buff_defenDown,3139413,1,30,2,2|30|302,1,41~-0.18,,,1,,,,,,
3139443,减伤降低,减伤-20%,buff_defenDown,3139413,1,40,2,2|30|302,1,41~-0.2,,,1,,,,,,
3139511,1,施放技能时使目标症状减伤-57%，持续到战斗结束,,3139511,1,10,9999,1|50|501,,,buff_atkExtraBuff~atker_self|skillType_special~1~defenser~1~3139512,,,,,,,,
3139512,症状减伤降低,症状减伤-57%,buff_defenDown,3139512,1,10,9999,2|30|302,1,45~-0.57,,,1,,,,,,
3140211,免伤,对战士增伤+12%,,3140211,1,10,9999,1|30|301,,47~0.12,,,,,,,,,
3140221,免伤,对战士增伤+14%,,3140211,1,20,9999,1|30|301,,47~0.14,,,,,,,,,
3140231,免伤,对战士增伤+16%,,3140211,1,30,9999,1|30|301,,47~0.16,,,,,,,,,
3140411,伤害提升,对游侠增伤+12%,,3140411,1,10,9999,1|30|301,,49~0.12,,,,,,,,,
3140421,伤害提升,对游侠增伤+14%,,3140411,1,20,9999,1|30|301,,49~0.14,,,,,,,,,
3140431,伤害提升,对游侠增伤+16%,,3140411,1,30,9999,1|30|301,,49~0.16,,,,,,,,,
3141112,燃烧,燃烧，每回合受到施法者攻击9%的伤害，持续2回合,buff_burn,3141112,1,10,2,2|10|102,1,,buff_dot~1~originAtk~2~0.09,,1,,,,,sp_bf_last_burn,p_h
3141122,燃烧,燃烧，每回合受到施法者攻击10%的伤害，持续2回合,buff_burn,3141112,1,20,2,2|10|102,1,,buff_dot~1~originAtk~2~0.1,,1,,,,,sp_bf_last_burn,p_h
3141132,燃烧,燃烧，每回合受到施法者攻击12%的伤害，持续2回合,buff_burn,3141112,1,30,2,2|10|102,1,,buff_dot~1~originAtk~2~0.12,,1,,,,,sp_bf_last_burn,p_h
3141113,攻暴提升,攻击+24%，暴击+24%,buff_atkUp,3141113,6,10,2,1|30|301,1,1000~0.24|20~0.24,,,1,,,,,,
3141123,攻暴提升,攻击+28%，暴击+28%,buff_atkUp,3141113,6,20,2,1|30|301,1,1000~0.28|20~0.28,,,1,,,,,,
3141133,攻暴提升,攻击+31%，暴击+31%,buff_atkUp,3141113,6,30,2,1|30|301,1,1000~0.31|20~0.31,,,1,,,,,,
3141211,1,回合结束时对处于燃烧状态的敌人造成30%攻击的伤害,,3141211,1,10,9999,1|50|501,,,buff_roundEndDmgBuff~dmg~1~0_buffType_6_102~1~selfAtk~0.3,,,,,,,,
3141221,2,回合结束时对处于燃烧状态的敌人造成35%攻击的伤害,,3141211,1,20,9999,1|50|501,,,buff_roundEndDmgBuff~dmg~1~0_buffType_6_102~1~selfAtk~0.35,,,,,,,,
3141231,3,回合结束时对处于燃烧状态的敌人造成40%攻击的伤害,,3141211,1,30,9999,1|50|501,,,buff_roundEndDmgBuff~dmg~1~0_buffType_6_102~1~selfAtk~0.4,,,,,,,,
3141411,1,死亡时使敌方随机3个目标燃烧，每回合受到施法者攻击15%的伤害，持续2回合,,3141411,1,10,9999,1|50|501,,,buff_deathExtraBuff~self~1~0_random_3~1~3141412,,,,,,,,
3141421,2,死亡时使敌方随机3个目标燃烧，每回合受到施法者攻击17%的伤害，持续2回合,,3141411,1,20,9999,1|50|501,,,buff_deathExtraBuff~self~1~0_random_3~1~3141422,,,,,,,,
3141431,3,死亡时使敌方随机3个目标燃烧，每回合受到施法者攻击19%的伤害，持续2回合,,3141411,1,30,9999,1|50|501,,,buff_deathExtraBuff~self~1~0_random_3~1~3141432,,,,,,,,
3141412,燃烧,燃烧，每回合受到施法者攻击15%的伤害，持续2回合,buff_burn,3141412,1,10,2,2|10|102,1,,buff_dot~1~originAtk~2~0.15,,1,,,,,sp_bf_last_burn,p_h
3141422,燃烧,燃烧，每回合受到施法者攻击17%的伤害，持续2回合,buff_burn,3141412,1,20,2,2|10|102,1,,buff_dot~1~originAtk~2~0.17,,1,,,,,sp_bf_last_burn,p_h
3141432,燃烧,燃烧，每回合受到施法者攻击19%的伤害，持续2回合,buff_burn,3141412,1,30,2,2|10|102,1,,buff_dot~1~originAtk~2~0.19,,1,,,,,sp_bf_last_burn,p_h
3142211,1,受到暴击时使自身爆伤减免+35%，持续2回合,,3142211,1,10,9999,1|50|501,,,buff_atkExtraBuff~defenser_self|crit~1~defenser~1~3142212,,,,,,,,
3142221,2,受到暴击时使自身爆伤减免+40%，持续2回合,,3142211,1,20,9999,1|50|501,,,buff_atkExtraBuff~defenser_self|crit~1~defenser~1~3142222,,,,,,,,
3142231,3,受到暴击时使自身爆伤减免+45%，持续2回合,,3142211,1,30,9999,1|50|501,,,buff_atkExtraBuff~defenser_self|crit~1~defenser~1~3142232,,,,,,,,
3142212,免暴提升,爆伤减免+35%,buff_defensUp,3142212,1,10,2,1|30|301,1,23~0.35,,,1,,,,,,
3142222,免暴提升,爆伤减免+40%,buff_defensUp,3142212,1,20,2,1|30|301,1,23~0.4,,,1,,,,,,
3142232,免暴提升,爆伤减免+45%,buff_defensUp,3142212,1,30,2,1|30|301,1,23~0.45,,,1,,,,,,
3142411,1,死亡时对敌方全体造成10%自身最大生命的伤害,,3142411,1,10,9999,1|50|501,,,buff_deathDmg~self~dmg~0_random_6~1~maxLife~0.1,,,,,,,,
3142421,2,死亡时对敌方全体造成15%自身最大生命的伤害,,3142411,1,20,9999,1|50|501,,,buff_deathDmg~self~dmg~0_random_6~1~maxLife~0.15,,,,,,,,
3142431,3,死亡时对敌方全体造成20%自身最大生命的伤害,,3142411,1,30,9999,1|50|501,,,buff_deathDmg~self~dmg~0_random_6~1~maxLife~0.2,,,,,,,,
3164112,症状抗性提升,症状抗性+11%,buff_defensUp,3164112,1,10,1,1|30|301,1,80~0.11,,,1,,,,,,
3167112,暴击提升,暴击+36%,buff_critUp,3167112,1,10,1,1|30|301,,20~0.36,,,,,,,,,
3169112,对游侠战士增伤,对战士增伤+6%，对游侠增伤+6%,buff_defensUp,3169112,1,10,2,1|30|301,1,47~0.06|49~0.06,,,1,,,,,,
3169211,,行动开始时，若处于控制状态则防御+36%，持续1回合,,3169211,1,10,9999,1|50|501,,,buff_actExtraBuff~buffType_20~1~self~1~3169212,,,,,,,,
3169212,防御上升,防御+36%,buff_defensUp,3169212,1,10,1,1|30|301,1,1200~0.36,,,1,,,,,,
3170211,对战士免伤,对战士增伤+12%,,3170211,1,10,9999,1|30|301,,47~0.12,,,,,,,,,
3171211,攻击眩晕,施放技能时20%几率使目标眩晕，无法行动，持续1回合,,3171211,1,10,9999,1|50|501,,,buff_atkExtraBuff~skillType_special|atker_self~0.2~defenser~1~1000,,,,,,,,
3175113,减伤提升,减伤+4%,buff_defensUp,3175113,1,10,2,1|30|301,1,41~0.04,,,1,,,,,,
3175123,减伤提升,减伤+4%,buff_defensUp,3175113,1,20,2,1|30|301,1,41~0.04,,,1,,,,,,
3175133,减伤提升,减伤+5%,buff_defensUp,3175113,1,30,2,1|30|301,1,41~0.05,,,1,,,,,,
3175143,减伤提升,减伤+6%,buff_defensUp,3175113,1,40,2,1|30|301,1,41~0.06,,,1,,,,,,
3175114,减伤提升,减伤+6%,buff_defensUp,3175114,1,10,2,1|30|301,1,41~0.06,,,1,,,,,,
3175124,减伤提升,减伤+7%,buff_defensUp,3175114,1,20,2,1|30|301,1,41~0.07,,,1,,,,,,
3175134,减伤提升,减伤+8%,buff_defensUp,3175114,1,30,2,1|30|301,1,41~0.08,,,1,,,,,,
3175144,减伤提升,减伤+9%,buff_defensUp,3175114,1,40,2,1|30|301,1,41~0.09,,,1,,,,,,
3175211,,减伤+8%,,3175211,1,10,9999,1|30|301,,41~0.08,,,,,,,,,
3175221,,减伤+9%,,3175211,1,20,9999,1|30|301,,41~0.09,,,,,,,,,
3175231,,减伤+10%,,3175211,1,30,9999,1|30|301,,41~0.1,,,,,,,,,
3175241,,减伤+12%,,3175211,1,40,9999,1|30|301,,41~0.12,,,,,,,,,
3175212,,受击时反弹30%伤害给攻击者,,3175212,1,10,9999,1|50|501,,,buff_reboundDmg~1~0.3~2,,,,,,,,
3175222,,受击时反弹30%伤害给攻击者,,3175212,1,20,9999,1|50|501,,,buff_reboundDmg~1~0.3~2,,,,,,,,
3175232,,受击时反弹30%伤害给攻击者,,3175212,1,30,9999,1|50|501,,,buff_reboundDmg~1~0.3~2,,,,,,,,
3175242,,受击时反弹30%伤害给攻击者,,3175212,1,40,9999,1|50|501,,,buff_reboundDmg~1~0.3~2,,,,,,,,
3175411,攻击生命提升,攻击+4%，最大生命+4%,,3175411,1,10,9999,1|30|301,,1000~0.04|1400~0.04,,,,,,,,,
3175421,攻击生命提升,攻击+5%，最大生命+5%,,3175411,1,20,9999,1|30|301,,1000~0.05|1400~0.05,,,,,,,,,
3175431,攻击生命提升,攻击+5%，最大生命+5%,,3175411,1,30,9999,1|30|301,,1000~0.05|1400~0.05,,,,,,,,,
3175441,攻击生命提升,攻击+6%，最大生命+6%,,3175411,1,40,9999,1|30|301,,1000~0.06|1400~0.06,,,,,,,,,
3175412,速度提升,速度+4%，最大生命+10%,,3175412,1,10,9999,1|30|301,,1500~0.04|1400~0.1,,,,,,,,,
3175422,速度提升,速度+4%，最大生命+11%,,3175412,1,20,9999,1|30|301,,1500~0.04|1400~0.11,,,,,,,,,
3175432,速度提升,速度+5%，最大生命+12%,,3175412,1,30,9999,1|30|301,,1500~0.05|1400~0.12,,,,,,,,,
3175442,速度提升,速度+5%，最大生命+14%,,3175412,1,40,9999,1|30|301,,1500~0.05|1400~0.14,,,,,,,,,
3175511,,每3回合就在回合结束时为自身附加最大生命65%的护盾,,3175511,1,10,9999,1|50|501,,,buff_roundEndBuff~null~1~3~1_self_1~1~3175512,,,,,,,,
3175512,护盾,为自身附加最大生命65%的护盾,buff_shield,3175512,1,10,3,1|40,,,buff_attrToShield~self~14~0.65,,1,,,,,sp_shield,scale
3177112,攻击降低,攻击-21%,buff_atkDown,3177112,1,10,2,2|30|302,1,1000~-0.21,,,1,,,,,,
3177122,攻击降低,攻击-24%,buff_atkDown,3177112,1,20,2,2|30|302,1,1000~-0.24,,,1,,,,,,
3177132,攻击降低,攻击-27%,buff_atkDown,3177112,1,30,2,2|30|302,1,1000~-0.27,,,1,,,,,,
3177211,,攻击时使目标攻击-17%，持续2回合,,3177211,1,10,9999,1|50|501,,,buff_atkExtraBuff~atker_self~1~defenser~1~3177212,,,,,,,,
3177221,,攻击时使目标攻击-20%，持续2回合,,3177211,1,20,9999,1|50|501,,,buff_atkExtraBuff~atker_self~1~defenser~1~3177222,,,,,,,,
3177231,,攻击时使目标攻击-22%，持续2回合,,3177211,1,30,9999,1|50|501,,,buff_atkExtraBuff~atker_self~1~defenser~1~3177232,,,,,,,,
3177212,攻击降低,攻击-17%,buff_atkDown,3177212,1,10,2,2|30|302,1,1000~-0.17,,,1,,,,,,
3177222,攻击降低,攻击-20%,buff_atkDown,3177212,1,20,2,2|30|302,1,1000~-0.2,,,1,,,,,,
3177232,攻击降低,攻击-22%,buff_atkDown,3177212,1,30,2,2|30|302,1,1000~-0.22,,,1,,,,,,
3177411,,受到攻击时使攻击者攻击-17%，持续2回合,,3177411,1,10,9999,1|50|501,,,buff_atkExtraBuff~defenser_self~1~atker~1~3177412,,,,,,,,
3177421,,受到攻击时使攻击者攻击-20%，持续2回合,,3177411,1,20,9999,1|50|501,,,buff_atkExtraBuff~defenser_self~1~atker~1~3177422,,,,,,,,
3177431,,受到攻击时使攻击者攻击-22%，持续2回合,,3177411,1,30,9999,1|50|501,,,buff_atkExtraBuff~defenser_self~1~atker~1~3177432,,,,,,,,
3177412,攻击降低,攻击-17%,buff_atkDown,3177412,1,10,2,2|30|302,1,1000~-0.17,,,1,,,,,,
3177422,攻击降低,攻击-20%,buff_atkDown,3177412,1,20,2,2|30|302,1,1000~-0.2,,,1,,,,,,
3177432,攻击降低,攻击-22%,buff_atkDown,3177412,1,30,2,2|30|302,1,1000~-0.22,,,1,,,,,,
3178211,,攻击时使自身技能增伤+3%，持续到战斗结束,,3178211,1,10,9999,1|50|501,,,buff_atkExtraBuff~atker_self~1~atker~1~3178212,,,,,,,,
3178221,,攻击时使自身技能增伤+5%，持续到战斗结束,,3178211,1,20,9999,1|50|501,,,buff_atkExtraBuff~atker_self~1~atker~1~3178222,,,,,,,,
3178231,,攻击时使自身技能增伤+8%，持续到战斗结束,,3178211,1,30,9999,1|50|501,,,buff_atkExtraBuff~atker_self~1~atker~1~3178232,,,,,,,,
3178241,,攻击时使自身技能增伤+12%，持续到战斗结束,,3178211,1,40,9999,1|50|501,,,buff_atkExtraBuff~atker_self~1~atker~1~3178242,,,,,,,,
3178212,技能增伤,技能增伤+3%,buff_atkUp,3178212,10,10,9999,1|30|301,1,42~0.03,,,1,,,,,,
3178222,技能增伤,技能增伤+5%,buff_atkUp,3178212,10,20,9999,1|30|301,1,42~0.05,,,1,,,,,,
3178232,技能增伤,技能增伤+8%,buff_atkUp,3178212,10,30,9999,1|30|301,1,42~0.08,,,1,,,,,,
3178242,技能增伤,技能增伤+12%,buff_atkUp,3178212,10,40,9999,1|30|301,1,42~0.12,,,1,,,,,,
3178411,,受到攻击时使自身技能增伤+4%，持续2回合,,3178411,1,10,9999,1|50|501,,,buff_atkExtraBuff~defenser_self~1~defenser~1~3178412,,,,,,,,
3178421,,受到攻击时使自身技能增伤+4%，持续2回合,,3178411,1,20,9999,1|50|501,,,buff_atkExtraBuff~defenser_self~1~defenser~1~3178422,,,,,,,,
3178431,,受到攻击时使自身技能增伤+5%，持续2回合,,3178411,1,30,9999,1|50|501,,,buff_atkExtraBuff~defenser_self~1~defenser~1~3178432,,,,,,,,
3178441,,受到攻击时使自身技能增伤+6%，持续2回合,,3178411,1,40,9999,1|50|501,,,buff_atkExtraBuff~defenser_self~1~defenser~1~3178442,,,,,,,,
3178412,技能增伤,技能增伤+4%,buff_atkUp,3178412,5,10,2,1|30|301,1,42~0.04,,,1,,,,,,
3178422,技能增伤,技能增伤+4%,buff_atkUp,3178412,5,20,2,1|30|301,1,42~0.04,,,1,,,,,,
3178432,技能增伤,技能增伤+5%,buff_atkUp,3178412,5,30,2,1|30|301,1,42~0.05,,,1,,,,,,
3178442,技能增伤,技能增伤+6%,buff_atkUp,3178412,5,40,2,1|30|301,1,42~0.06,,,1,,,,,,
3178511,,症状减伤+9%，减伤+6%，受疗效果+15%,,3178511,1,10,9999,1|30|301,,45~0.09|41~0.06|31~0.15,,,,,,,,,
3179112,七伤拳,攻击时受到攻击15%的伤害，持续1回合,buff_commonDown,3179112,1,10,3,2|50|501,1,,buff_atkExtraBuff~atker_self~1~atker~1~3179114,,1,,,,,,
3179122,七伤拳,攻击时受到攻击17%的伤害，持续1回合,buff_commonDown,3179122,1,20,3,2|50|501,1,,buff_atkExtraBuff~atker_self~1~atker~1~3179124,,1,,,,,,
3179132,七伤拳,攻击时受到攻击19%的伤害，持续1回合,buff_commonDown,3179132,1,30,3,2|50|501,1,,buff_atkExtraBuff~atker_self~1~atker~1~3179134,,1,,,,,,
3179142,七伤拳,攻击时受到攻击21%的伤害，持续1回合,buff_commonDown,3179142,1,40,3,2|50|501,1,,buff_atkExtraBuff~atker_self~1~atker~1~3179144,,1,,,,,,
3179113,暴击提升,暴击+35%,buff_critUp,3179113,1,10,2,1|30|301,1,20~0.35,,,1,,,,,,
3179123,暴击提升,暴击+40%,buff_critUp,3179123,1,20,2,1|30|301,1,20~0.4,,,1,,,,,,
3179133,暴击提升,暴击+45%,buff_critUp,3179133,1,30,2,1|30|301,1,20~0.45,,,1,,,,,,
3179143,暴击提升,暴击+50%,buff_critUp,3179143,1,40,2,1|30|301,1,20~0.5,,,1,,,,,,
3179114,,受到攻击15%的伤害，持续1回合,,3179114,1,10,1,2|10|102,,,buff_dot~1~originAtk~2~0.15,,1,,,,,sp_bf_last_burn,p_h
3179124,,受到攻击17%的伤害，持续1回合,,3179124,1,10,1,2|10|102,,,buff_dot~1~originAtk~2~0.17,,1,,,,,sp_bf_last_burn,p_h
3179134,,受到攻击19%的伤害，持续1回合,,3179134,1,10,1,2|10|102,,,buff_dot~1~originAtk~2~0.19,,1,,,,,sp_bf_last_burn,p_h
3179144,,受到攻击21%的伤害，持续1回合,,3179144,1,10,1,2|10|102,,,buff_dot~1~originAtk~2~0.21,,1,,,,,sp_bf_last_burn,p_h
3180411,,受到攻击时回复自身18%攻击的血量,,3180411,1,10,9999,1|50|501,,,buff_hitDmg~cure~1_self_1~1~selfAtk~-0.18,,,,,,,,
3180421,,受到攻击时回复自身19%攻击的血量,,3180411,1,20,9999,1|50|501,,,buff_hitDmg~cure~1_self_1~1~selfAtk~-0.19,,,,,,,,
3180431,,受到攻击时回复自身21%攻击的血量,,3180411,1,30,9999,1|50|501,,,buff_hitDmg~cure~1_self_1~1~selfAtk~-0.21,,,,,,,,
3181114,攻击提升,攻击+17%,buff_atkUp,3181114,1,10,1,1|30|301,1,1000~0.17,,,1,,,,,,
3181124,攻击提升,攻击+20%,buff_atkUp,3181114,1,20,1,1|30|301,1,1000~0.2,,,1,,,,,,
3181134,攻击提升,攻击+22%,buff_atkUp,3181114,1,30,1,1|30|301,1,1000~0.22,,,1,,,,,,
3181144,攻击提升,攻击+25%,buff_atkUp,3181114,1,40,1,1|30|301,1,1000~0.25,,,1,,,,,,
3208112,生命提升,最大生命+14%,buff_lifeUp,3208112,1,10,1,1|30|301,1,1400~0.14,,,1,,,,,,
3208211,,受到持续伤害时抗暴+36%，持续1回合,,3208211,1,10,9999,1|50|501,,,buff_dotExtraBuff~self~1~self~1~3208212,,,,,,,,
3208212,抗暴提升,抗暴+36%,buff_defensUp,3208212,1,10,1,1|30|301,1,22~0.36,,,1,,,,,,
3209151,燃烧,燃烧，每回合受到施法者攻击12%的伤害，持续2回合,buff_burn,3209151,10,10,2,2|10|102,1,,buff_dot~1~originAtk~2~0.12,,1,,,,,sp_bf_last_burn,p_h
3209112,燃烧,燃烧，每回合受到施法者攻击6%的伤害，持续2回合,buff_burn,3209112,10,10,2,2|10|102,1,,buff_dot~1~originAtk~2~0.06,,1,,,,,sp_bf_last_burn,p_h
3213112,增伤降低,增伤-6%,buff_atkDown,3213112,1,10,2,2|30|302,1,40~-0.06,,,1,,,,,,
3214112,防御提升,防御+35%,buff_defensUp,3214112,1,10,2,1|30|301,1,1200~0.35,,,1,,,,,,
3214122,防御提升,防御+40%,buff_defensUp,3214122,1,10,2,1|30|301,1,1200~0.4,,,1,,,,,,
3214132,防御提升,防御+45%,buff_defensUp,3214132,1,10,2,1|30|301,1,1200~0.45,,,1,,,,,,
3214142,防御提升,防御+50%,buff_defensUp,3214142,1,10,2,1|30|301,1,1200~0.5,,,1,,,,,,
3214113,减伤提升,减伤+14%,buff_defensUp,3214113,1,10,2,1|30|301,1,41~0.14,,,1,,,,,,
3214123,减伤提升,减伤+16%,buff_defensUp,3214123,1,10,2,1|30|301,1,41~0.16,,,1,,,,,,
3214133,减伤提升,减伤+18%,buff_defensUp,3214133,1,10,2,1|30|301,1,41~0.18,,,1,,,,,,
3214143,减伤提升,减伤+20%,buff_defensUp,3214143,1,10,2,1|30|301,1,41~0.2,,,1,,,,,,
3214114,抗暴提升,抗暴+35%,buff_defensUp,3214114,1,10,2,1|30|301,1,22~0.35,,,1,,,,,,
3214124,抗暴提升,抗暴+40%,buff_defensUp,3214124,1,10,2,1|30|301,1,22~0.4,,,1,,,,,,
3214134,抗暴提升,抗暴+45%,buff_defensUp,3214134,1,10,2,1|30|301,1,22~0.45,,,1,,,,,,
3214144,抗暴提升,抗暴+50%,buff_defensUp,3214144,1,10,2,1|30|301,1,22~0.5,,,1,,,,,,
3214211,,回合开始时，有50%几率为自己和己方随机3个队友附加最大生命15%的护盾,,3214211,1,10,9999,1|50|501,,,buff_roundStartBuff~null~0.5~1~1_mixOr|self_1|teammate_3~1~3214212,,,,,,,,
3214221,,回合开始时，有50%几率为自己和己方随机3个队友附加最大生命25%的护盾,,3214221,1,20,9999,1|50|501,,,buff_roundStartBuff~null~0.5~1~1_mixOr|self_1|teammate_3~1~3214222,,,,,,,,
3214231,,回合开始时，有50%几率为自己和己方随机3个队友附加最大生命35%的护盾,,3214231,1,30,9999,1|50|501,,,buff_roundStartBuff~null~0.5~1~1_mixOr|self_1|teammate_3~1~3214232,,,,,,,,
3214241,,回合开始时，有50%几率为自己和己方随机3个队友附加最大生命50%的护盾,,3214241,1,40,9999,1|50|501,,,buff_roundStartBuff~null~0.5~1~1_mixOr|self_1|teammate_3~1~3214242,,,,,,,,
3214212,护盾,为自己和己方随机3个队友附加最大生命15%的护盾,buff_shield,3214212,1,10,1,1|40,,,buff_attrToShield~self~14~0.15,,1,,,,,sp_shield,scale
3214222,护盾,为自己和己方随机3个队友附加最大生命25%的护盾,buff_shield,3214212,1,20,1,1|40,,,buff_attrToShield~self~14~0.25,,1,,,,,sp_shield,scale
3214232,护盾,为自己和己方随机3个队友附加最大生命35%的护盾,buff_shield,3214212,1,30,1,1|40,,,buff_attrToShield~self~14~0.35,,1,,,,,sp_shield,scale
3214242,护盾,为自己和己方随机3个队友附加最大生命50%的护盾,buff_shield,3214212,1,40,1,1|40,,,buff_attrToShield~self~14~0.5,,1,,,,,sp_shield,scale
3214411,,受到攻击时使攻击者攻击-12%，持续2回合,,3214411,1,10,9999,1|50|501,,,buff_atkExtraBuff~defenser_self~1~atker~1~3214412,,,,,,,,
3214421,,受到攻击时使攻击者攻击-14%，持续2回合,,3214411,1,20,9999,1|50|501,,,buff_atkExtraBuff~defenser_self~1~atker~1~3214422,,,,,,,,
3214431,,受到攻击时使攻击者攻击-16%，持续2回合,,3214411,1,30,9999,1|50|501,,,buff_atkExtraBuff~defenser_self~1~atker~1~3214432,,,,,,,,
3214441,,受到攻击时使攻击者攻击-18%，持续2回合,,3214411,1,40,9999,1|50|501,,,buff_atkExtraBuff~defenser_self~1~atker~1~3214442,,,,,,,,
3214412,攻击降低,攻击-12%,buff_atkDown,3214412,1,10,2,2|30|302,1,1000~-0.12,,,1,,,,,,
3214422,攻击降低,攻击-14%,buff_atkDown,3214412,1,20,2,2|30|302,1,1000~-0.14,,,1,,,,,,
3214432,攻击降低,攻击-16%,buff_atkDown,3214412,1,30,2,2|30|302,1,1000~-0.16,,,1,,,,,,
3214442,攻击降低,攻击-18%,buff_atkDown,3214412,1,40,2,2|30|302,1,1000~-0.18,,,1,,,,,,
