id,chapter,roundType,bossId,monster,show,reward,minuteCurrency
874,44,0,,30058~177|30058~177|30256~177|30064~177|30256~177|30021~177|0~177,,10001~74875|10003~56380,10003~1544|10001~828|10005~392
875,44,0,,30208~177|30021~177|30213~177|30342~177|30171~177|30140~177|0~177,21041~20,10001~74925|10003~56430|21041~20,10003~1546|10001~828|10005~392
876,44,0,,30021~177|30341~177|30023~177|30470~177|30219~177|30061~177|0~177,,10001~74975|10003~56480|23304~1,10003~1548|10001~829|10005~392
877,44,0,,30324~177|30235~177|30024~177|30300~177|30060~177|30256~177|0~177,,10001~75025|10003~56530,10003~1550|10001~830|10005~393
878,44,0,,30236~177|30137~177|30324~177|30142~177|30470~177|30236~177|0~177,,10001~75075|10003~56580|23404~1,10003~1551|10001~830|10005~393
879,44,0,,30021~177|30341~177|30300~177|30022~177|30260~177|30324~177|0~177,,10001~75125|10003~56630,10003~1553|10001~831|10005~393
880,44,1,30236,30136~177|30445~177|30140~177|30323~177|30025~177|30236~179|0~177,21051~5,10001~75175|10003~56680|21051~5,10003~1555|10001~832|10005~393
881,45,0,,30341~177|30324~177|30260~177|30236~177|30024~177|30141~177|0~177,,10001~75225|10003~56730|23104~1,10003~1556|10001~832|10005~393
882,45,0,,30341~178|30301~178|30470~178|30470~178|30141~178|30341~178|0~178,,10001~75275|10003~56780,10003~1558|10001~833|10005~393
883,45,0,,30445~178|30136~178|30060~178|30180~178|30324~178|30022~178|0~178,,10001~75325|10003~56830|23204~1,10003~1560|10001~833|10005~393
884,45,0,,30301~178|30324~178|30063~178|30024~178|30260~178|30062~178|0~178,,10001~75375|10003~56880,10003~1561|10001~834|10005~393
885,45,0,,30137~178|30138~178|30171~178|30023~178|30016~178|30140~178|0~178,21041~20,10001~75425|10003~56930|21041~20,10003~1563|10001~835|10005~393
886,45,0,,30324~178|30136~178|30024~178|30021~178|30064~178|30260~178|0~178,,10001~75475|10003~56980|23304~1,10003~1565|10001~835|10005~393
887,45,0,,30058~178|30060~178|30341~178|30060~178|30341~178|30220~178|0~178,,10001~75525|10003~57030,10003~1567|10001~836|10005~394
888,45,0,,30058~178|30137~178|30341~178|30140~178|30219~178|30236~178|0~178,,10001~75575|10003~57080|23404~1,10003~1568|10001~837|10005~394
889,45,0,,30058~179|30341~179|30025~179|30141~179|30260~179|30300~179|0~179,,10001~75625|10003~57130,10003~1570|10001~837|10005~394
890,45,1,30217,30137~179|30130~179|30342~179|30301~179|30140~179|30217~181|0~179,21051~5,10001~75675|10003~57180|21051~5,10003~1572|10001~838|10005~394
891,45,0,,30059~179|30059~179|30064~179|30142~179|30180~179|30300~179|0~179,,10001~75725|10003~57230|23104~1,10003~1573|10001~838|10005~394
892,45,0,,30324~179|30021~179|30300~179|30256~179|30060~179|30142~179|0~179,,10001~75775|10003~57280,10003~1575|10001~839|10005~394
893,45,0,,30059~179|30020~179|30025~179|30025~179|30300~179|30142~179|0~179,,10001~75825|10003~57330|23204~1,10003~1577|10001~840|10005~394
894,45,0,,30059~179|30136~179|30324~179|30256~179|30021~179|30062~179|0~179,,10001~75875|10003~57380,10003~1578|10001~840|10005~394
895,45,0,,30052~179|30020~179|30018~179|30025~179|30133~179|30023~179|0~179,21041~20,10001~75925|10003~57430|21041~20,10003~1580|10001~841|10005~394
896,45,0,,30445~179|30445~179|30024~179|30220~179|30236~179|30141~179|0~179,,10001~75975|10003~57480|23304~1,10003~1582|10001~842|10005~394
897,45,0,,30324~180|30058~180|30064~180|30256~180|30022~180|30062~180|0~180,,10001~76025|10003~57530,10003~1584|10001~842|10005~394
898,45,0,,30341~180|30058~180|30342~180|30022~180|30062~180|30024~180|0~180,,10001~76075|10003~57580|23404~1,10003~1585|10001~843|10005~395
899,45,0,,30236~180|30324~180|30300~180|30025~180|30324~180|30142~180|0~180,,10001~76125|10003~57630,10003~1587|10001~843|10005~395
900,45,1,30323,30058~180|30445~180|30141~180|30062~180|30142~180|30323~182|0~180,21051~5,10001~76175|10003~57680|21051~5,10003~1589|10001~844|10005~395
901,46,0,,30236~180|30136~180|30021~180|30219~180|30236~180|30217~180|0~180,,10001~76225|10003~57730|23104~1,10003~1590|10001~845|10005~395
902,46,0,,30324~180|30060~180|30063~180|30062~180|30060~180|30022~180|0~180,,10001~76275|10003~57780,10003~1592|10001~845|10005~395
903,46,0,,30138~180|30341~180|30022~180|30324~180|30300~180|30470~180|0~180,,10001~76325|10003~57830|23204~1,10003~1594|10001~846|10005~395
904,46,0,,30445~180|30019~180|30142~180|30180~180|30260~180|30062~180|0~180,,10001~76375|10003~57880,10003~1596|10001~847|10005~395
905,46,0,,30019~180|30138~180|30213~180|30024~180|30015~180|30063~180|0~180,21041~20,10001~76425|10003~57930|21041~20,10003~1597|10001~847|10005~395
906,46,0,,30341~180|30235~180|30260~180|30022~180|30219~180|30260~180|0~180,,10001~76475|10003~57980|23304~1,10003~1599|10001~848|10005~395
907,46,0,,30019~180|30235~180|30023~180|30324~180|30062~180|30260~180|0~180,,10001~76525|10003~58030,10003~1601|10001~848|10005~395
908,46,0,,30020~180|30058~180|30341~180|30341~180|30220~180|30341~180|0~180,,10001~76575|10003~58080|23404~1,10003~1602|10001~849|10005~396
909,46,0,,30058~180|30235~180|30341~180|30140~180|30025~180|30341~180|0~180,,10001~76625|10003~58130,10003~1604|10001~850|10005~396
910,46,1,30300,30137~180|30324~180|30061~180|30061~180|30220~180|30300~182|0~180,21051~5,10001~76675|10003~58180|21051~5,10003~1606|10001~850|10005~396
911,46,0,,30136~180|30138~180|30342~180|30180~180|30236~180|30024~180|0~180,,10001~76725|10003~58230|23104~1,10003~1607|10001~851|10005~396
912,46,0,,30060~180|30235~180|30022~180|30219~180|30219~180|30025~180|0~180,,10001~76775|10003~58280,10003~1609|10001~852|10005~396
913,46,0,,30324~180|30301~180|30022~180|30024~180|30470~180|30217~180|0~180,,10001~76825|10003~58330|23204~1,10003~1611|10001~852|10005~396
914,46,0,,30058~180|30138~180|30022~180|30300~180|30021~180|30236~180|0~180,,10001~76875|10003~58380,10003~1613|10001~853|10005~396
915,46,0,,30052~180|30020~180|30056~180|30178~180|30054~180|30301~180|0~180,21041~20,10001~76925|10003~58430|21041~20,10003~1614|10001~854|10005~396
916,46,0,,30341~180|30341~180|30260~180|30219~180|30256~180|30141~180|0~180,,10001~76975|10003~58480|23304~1,10003~1616|10001~854|10005~396
917,46,0,,30059~180|30445~180|30060~180|30063~180|30470~180|30324~180|0~180,,10001~77025|10003~58530,10003~1618|10001~855|10005~396
918,46,0,,30341~180|30058~180|30470~180|30324~180|30025~180|30470~180|0~180,,10001~77075|10003~58580|23404~1,10003~1619|10001~855|10005~396
919,46,0,,30020~180|30060~180|30025~180|30324~180|30061~180|30342~180|0~180,,10001~77125|10003~58630,10003~1621|10001~856|10005~397
920,46,1,30342,30019~180|30020~180|30141~180|30219~180|30321~180|30342~182|0~180,21051~5,10001~77175|10003~58680|21051~5,10003~1623|10001~857|10005~397
921,47,0,,30020~180|30060~180|30342~180|30236~180|30141~180|30061~180|0~180,,10001~77225|10003~58730|23104~1,10003~1624|10001~857|10005~397
922,47,0,,30136~180|30235~180|30023~180|30024~180|30062~180|30236~180|0~180,,10001~77275|10003~58780,10003~1626|10001~858|10005~397
923,47,0,,30060~181|30324~181|30219~181|30180~181|30021~181|30300~181|0~181,,10001~77325|10003~58830|23204~1,10003~1628|10001~859|10005~397
924,47,0,,30060~181|30138~181|30470~181|30260~181|30061~181|30140~181|0~181,,10001~77375|10003~58880,10003~1630|10001~859|10005~397
925,47,0,,30052~181|30020~181|30213~181|30219~181|30018~181|30140~181|0~181,21041~20,10001~77425|10003~58930|21041~20,10003~1631|10001~860|10005~397
926,47,0,,30020~181|30445~181|30236~181|30470~181|30324~181|30470~181|0~181,,10001~77475|10003~58980|23304~1,10003~1633|10001~860|10005~397
927,47,0,,30324~181|30324~181|30219~181|30236~181|30022~181|30300~181|0~181,,10001~77525|10003~59030,10003~1635|10001~861|10005~397
928,47,0,,30020~181|30341~181|30064~181|30022~181|30064~181|30024~181|0~181,,10001~77575|10003~59080|23404~1,10003~1636|10001~862|10005~397
929,47,0,,30060~181|30137~181|30061~181|30342~181|30260~181|30140~181|0~181,,10001~77625|10003~59130,10003~1638|10001~862|10005~398
930,47,1,30023,30136~181|30341~181|30141~181|30177~181|30217~181|30023~183|0~181,21051~5,10001~77675|10003~59180|21051~5,10003~1640|10001~863|10005~398
931,47,0,,30301~181|30341~181|30256~181|30219~181|30470~181|30140~181|0~181,,10001~77725|10003~59230|23104~1,10003~1641|10001~864|10005~398
932,47,0,,30060~181|30021~181|30022~181|30022~181|30064~181|30060~181|0~181,,10001~77775|10003~59280,10003~1643|10001~864|10005~398
933,47,0,,30020~181|30138~181|30022~181|30025~181|30260~181|30140~181|0~181,,10001~77825|10003~59330|23204~1,10003~1645|10001~865|10005~398
934,47,0,,30136~182|30138~182|30324~182|30260~182|30324~182|30300~182|0~182,,10001~77875|10003~59380,10003~1647|10001~865|10005~398
935,47,0,,30131~182|30053~182|30171~182|30023~182|30213~182|30024~182|0~182,21041~20,10001~77925|10003~59430|21041~20,10003~1648|10001~866|10005~398
936,47,0,,30236~182|30136~182|30300~182|30219~182|30180~182|30324~182|0~182,,10001~77975|10003~59480|23304~1,10003~1650|10001~867|10005~398
937,47,0,,30301~182|30445~182|30060~182|30022~182|30022~182|30256~182|0~182,,10001~78025|10003~59530,10003~1652|10001~867|10005~398
938,47,0,,30137~182|30445~182|30236~182|30022~182|30324~182|30064~182|0~182,,10001~78075|10003~59580|23404~1,10003~1653|10001~868|10005~398
939,47,0,,30445~182|30020~182|30060~182|30064~182|30324~182|30324~182|0~182,,10001~78125|10003~59630,10003~1655|10001~869|10005~398
940,47,1,30060,30235~182|30341~182|30141~182|30219~182|30141~182|30060~184|0~182,21051~5,10001~78175|10003~59680|21051~5,10003~1657|10001~869|10005~399
941,48,0,,30138~182|30235~182|30217~182|30341~182|30024~182|30324~182|0~182,,10001~78225|10003~59730|23104~1,10003~1658|10001~870|10005~399
942,48,0,,30445~183|30236~183|30022~183|30342~183|30063~183|30256~183|0~183,,10001~78275|10003~59780,10003~1660|10001~870|10005~399
943,48,0,,30236~183|30324~183|30220~183|30324~183|30025~183|30141~183|0~183,,10001~78325|10003~59830|23204~1,10003~1662|10001~871|10005~399
944,48,0,,30136~183|30301~183|30470~183|30300~183|30341~183|30260~183|0~183,,10001~78375|10003~59880,10003~1664|10001~872|10005~399
945,48,0,,30130~183|30020~183|30016~183|30177~183|30018~183|30061~183|0~183,21041~20,10001~78425|10003~59930|21041~20,10003~1665|10001~872|10005~399
946,48,0,,30324~183|30019~183|30341~183|30180~183|30324~183|30236~183|0~183,,10001~78475|10003~59980|23304~1,10003~1667|10001~873|10005~399
947,48,0,,30138~183|30236~183|30022~183|30141~183|30021~183|30061~183|0~183,,10001~78525|10003~60030,10003~1669|10001~874|10005~399
948,48,0,,30445~183|30341~183|30022~183|30470~183|30060~183|30142~183|0~183,,10001~78575|10003~60080|23404~1,10003~1670|10001~874|10005~399
949,48,0,,30324~184|30138~184|30260~184|30260~184|30341~184|30063~184|0~184,,10001~78625|10003~60130,10003~1672|10001~875|10005~399
950,48,1,30061,30214~184|30445~184|30141~184|30470~184|30344~184|30061~186|0~184,21051~5,10001~78675|10003~60180|21051~5,10003~1674|10001~876|10005~400
951,48,0,,30445~184|30235~184|30061~184|30141~184|30142~184|30300~184|0~184,,10001~78725|10003~60230|23104~1,10003~1675|10001~876|10005~400
952,48,0,,30138~184|30341~184|30470~184|30260~184|30064~184|30341~184|0~184,,10001~78775|10003~60280,10003~1677|10001~877|10005~400
953,48,0,,30236~184|30136~184|30217~184|30342~184|30256~184|30064~184|0~184,,10001~78825|10003~60330|23204~1,10003~1679|10001~877|10005~400
954,48,0,,30137~184|30019~184|30256~184|30236~184|30062~184|30220~184|0~184,,10001~78875|10003~60380,10003~1681|10001~878|10005~400
955,48,0,,30019~184|30060~184|30015~184|30301~184|30056~184|30342~184|0~184,21041~20,10001~78925|10003~60430|21041~20,10003~1682|10001~879|10005~400
956,48,0,,30445~184|30060~184|30064~184|30220~184|30219~184|30062~184|0~184,,10001~78975|10003~60480|23304~1,10003~1684|10001~879|10005~400
957,48,0,,30060~185|30301~185|30022~185|30470~185|30060~185|30300~185|0~185,,10001~79025|10003~60530,10003~1686|10001~880|10005~400
958,48,0,,30138~185|30236~185|30470~185|30300~185|30256~185|30260~185|0~185,,10001~79075|10003~60580|23404~1,10003~1687|10001~881|10005~400
959,48,0,,30060~185|30324~185|30260~185|30341~185|30025~185|30342~185|0~185,,10001~79125|10003~60630,10003~1689|10001~881|10005~400
960,48,1,30060,30214~185|30052~185|30323~185|30025~185|30323~185|30060~187|0~185,21051~5,10001~79175|10003~60680|21051~5,10003~1691|10001~882|10005~400
961,49,0,,30021~185|30060~185|30022~185|30141~185|30341~185|30220~185|0~185,,10001~79225|10003~60730|23104~1,10003~1692|10001~882|10005~401
962,49,0,,30059~185|30137~185|30300~185|30236~185|30064~185|30236~185|0~185,,10001~79275|10003~60780,10003~1694|10001~883|10005~401
963,49,0,,30059~185|30341~185|30180~185|30341~185|30300~185|30260~185|0~185,,10001~79325|10003~60830|23204~1,10003~1696|10001~884|10005~401
964,49,0,,30137~185|30236~185|30064~185|30236~185|30470~185|30341~185|0~185,,10001~79375|10003~60880,10003~1698|10001~884|10005~401
965,49,0,,30130~185|30170~185|30134~185|30178~185|30213~185|30025~185|0~185,21041~20,10001~79425|10003~60930|21041~20,10003~1699|10001~885|10005~401
966,49,0,,30136~185|30020~185|30021~185|30142~185|30300~185|30341~185|0~185,,10001~79475|10003~60980|23304~1,10003~1701|10001~886|10005~401
967,49,0,,30301~185|30019~185|30300~185|30142~185|30300~185|30300~185|0~185,,10001~79525|10003~61030,10003~1703|10001~886|10005~401
968,49,0,,30136~186|30445~186|30220~186|30061~186|30061~186|30342~186|0~186,,10001~79575|10003~61080|23404~1,10003~1704|10001~887|10005~401
969,49,0,,30019~186|30236~186|30256~186|30022~186|30236~186|30260~186|0~186,,10001~79625|10003~61130,10003~1706|10001~887|10005~401
970,49,1,30345,30058~186|30208~186|30024~186|30062~186|30301~186|30345~188|0~186,21051~5,10001~79675|10003~61180|21051~5,10003~1708|10001~888|10005~401
971,49,0,,30020~186|30136~186|30140~186|30022~186|30324~186|30064~186|0~186,,10001~79725|10003~61230|23104~1,10003~1709|10001~889|10005~402
972,49,0,,30236~186|30059~186|30062~186|30023~186|30141~186|30256~186|0~186,,10001~79775|10003~61280,10003~1711|10001~889|10005~402
973,49,0,,30341~186|30059~186|30140~186|30023~186|30063~186|30260~186|0~186,,10001~79825|10003~61330|23204~1,10003~1713|10001~890|10005~402
974,49,0,,30341~186|30137~186|30220~186|30022~186|30025~186|30341~186|0~186,,10001~79875|10003~61380,10003~1715|10001~891|10005~402
975,49,0,,30136~186|30059~186|30054~186|30142~186|30016~186|30342~186|0~186,21041~20,10001~79925|10003~61430|21041~20,10003~1716|10001~891|10005~402
976,49,0,,30445~186|30060~186|30470~186|30142~186|30025~186|30217~186|0~186,,10001~79975|10003~61480|23304~1,10003~1718|10001~892|10005~402
977,49,0,,30445~186|30341~186|30324~186|30220~186|30142~186|30256~186|0~186,,10001~80025|10003~61530,10003~1720|10001~892|10005~402
978,49,0,,30019~186|30324~186|30260~186|30021~186|30141~186|30324~186|0~186,,10001~80075|10003~61580|23404~1,10003~1721|10001~893|10005~402
979,49,0,,30138~186|30324~186|30260~186|30341~186|30236~186|30142~186|0~186,,10001~80125|10003~61630,10003~1723|10001~894|10005~402
980,49,1,30256,30137~186|30131~186|30061~186|30180~186|30025~186|30256~188|0~186,21051~5,10001~80175|10003~61680|21051~5,10003~1725|10001~894|10005~402
981,50,0,,30060~186|30137~186|30236~186|30220~186|30341~186|30021~186|0~186,,10001~80225|10003~61730|23104~1,10003~1726|10001~895|10005~402
982,50,0,,30019~186|30236~186|30256~186|30342~186|30140~186|30236~186|0~186,,10001~80275|10003~61780,10003~1728|10001~896|10005~403
983,50,0,,30235~186|30235~186|30260~186|30022~186|30022~186|30342~186|0~186,,10001~80325|10003~61830|23204~1,10003~1730|10001~896|10005~403
984,50,0,,30341~186|30019~186|30324~186|30470~186|30219~186|30256~186|0~186,,10001~80375|10003~61880,10003~1732|10001~897|10005~403
985,50,0,,30058~186|30138~186|30016~186|30024~186|30213~186|30301~186|0~186,21041~20,10001~80425|10003~61930|21041~20,10003~1733|10001~898|10005~403
986,50,0,,30341~186|30236~186|30256~186|30021~186|30064~186|30300~186|0~186,,10001~80475|10003~61980|23304~1,10003~1735|10001~898|10005~403
987,50,0,,30058~186|30059~186|30300~186|30062~186|30140~186|30022~186|0~186,,10001~80525|10003~62030,10003~1737|10001~899|10005~403
988,50,0,,30236~186|30445~186|30256~186|30022~186|30256~186|30236~186|0~186,,10001~80575|10003~62080|23404~1,10003~1738|10001~899|10005~403
989,50,0,,30236~186|30445~186|30300~186|30300~186|30256~186|30021~186|0~186,,10001~80625|10003~62130,10003~1740|10001~900|10005~403
990,50,1,30300,30175~186|30059~186|30323~186|30178~186|30342~186|30300~188|0~186,21051~5,10001~80675|10003~62180|21051~5,10003~1742|10001~901|10005~403
991,50,0,,30324~186|30341~186|30219~186|30256~186|30256~186|30260~186|0~186,,10001~80725|10003~62230|23104~1,10003~1743|10001~901|10005~403
992,50,0,,30445~186|30301~186|30219~186|30300~186|30025~186|30219~186|0~186,,10001~80775|10003~62280,10003~1745|10001~902|10005~404
993,50,0,,30138~187|30324~187|30061~187|30021~187|30140~187|30060~187|0~187,,10001~80825|10003~62330|23204~1,10003~1747|10001~903|10005~404
994,50,0,,30235~187|30341~187|30217~187|30324~187|30063~187|30236~187|0~187,,10001~80875|10003~62380,10003~1749|10001~903|10005~404
995,50,0,,30058~187|30170~187|30054~187|30141~187|30133~187|30141~187|0~187,21041~20,10001~80925|10003~62430|21041~20,10003~1750|10001~904|10005~404
996,50,0,,30236~187|30301~187|30260~187|30220~187|30217~187|30341~187|0~187,,10001~80975|10003~62480|23304~1,10003~1752|10001~904|10005~404
997,50,0,,30021~187|30341~187|30141~187|30300~187|30260~187|30140~187|0~187,,10001~81025|10003~62530,10003~1754|10001~905|10005~404
998,50,0,,30445~188|30060~188|30141~188|30142~188|30300~188|30061~188|0~188,,10001~81075|10003~62580|23404~1,10003~1755|10001~906|10005~404
999,50,0,,30021~188|30138~188|30341~188|30470~188|30063~188|30324~188|0~188,,10001~81125|10003~62630,10003~1757|10001~906|10005~404
1000,50,1,30020,30175~188|30169~188|30344~188|30220~188|30220~188|30020~190|0~188,21051~5,10001~81175|10003~62680|21051~5,10003~1759|10001~907|10005~404
