id,chapter,roundType,bossId,monster,show,reward,minuteCurrency
1368,69,0,,30138~221|30324~221|30260~221|30142~221|30021~221|30220~221|0~221,,10001~99575|10003~81080|23404~1,10003~2385|10001~1138|10005~439
1369,69,0,,30136~221|30136~221|30063~221|30260~221|30256~221|30024~221|0~221,,10001~99625|10003~81130,10003~2386|10001~1139|10005~439
1370,69,1,30341,30214~221|30131~221|30219~221|30180~221|30024~221|30341~223|0~221,21051~5,10001~99675|10003~81180|21051~5,10003~2388|10001~1140|10005~439
1371,69,0,,30136~221|30060~221|30025~221|30140~221|30260~221|30024~221|0~221,,10001~99725|10003~81230|23104~1,10003~2390|10001~1140|10005~440
1372,69,0,,30138~221|30019~221|30140~221|30341~221|30256~221|30324~221|0~221,,10001~99775|10003~81280,10003~2391|10001~1141|10005~440
1373,69,0,,30324~221|30236~221|30324~221|30062~221|30256~221|30024~221|0~221,,10001~99825|10003~81330|23204~1,10003~2393|10001~1141|10005~440
1374,69,0,,30019~221|30060~221|30256~221|30236~221|30260~221|30021~221|0~221,,10001~99875|10003~81380,10003~2395|10001~1142|10005~440
1375,69,0,,30136~221|30021~221|30054~221|30142~221|30015~221|30025~221|0~221,21041~20,10001~99925|10003~81430|21041~20,10003~2396|10001~1143|10005~440
1376,69,0,,30138~221|30138~221|30219~221|30256~221|30219~221|30021~221|0~221,,10001~99975|10003~81480|23304~1,10003~2398|10001~1143|10005~440
1377,69,0,,30058~221|30138~221|30064~221|30140~221|30180~221|30324~221|0~221,,10001~100025|10003~81530,10003~2400|10001~1144|10005~440
1378,69,0,,30060~221|30138~221|30219~221|30236~221|30219~221|30025~221|0~221,,10001~100075|10003~81580|23404~1,10003~2402|10001~1145|10005~440
1379,69,0,,30019~221|30324~221|30217~221|30256~221|30256~221|30142~221|0~221,,10001~100125|10003~81630,10003~2403|10001~1145|10005~440
1380,69,1,30180,30214~221|30341~221|30217~221|30141~221|30024~221|30180~223|0~221,21051~5,10001~100175|10003~81680|21051~5,10003~2405|10001~1146|10005~440
1381,70,0,,30138~221|30060~221|30341~221|30021~221|30236~221|30142~221|0~221,,10001~100225|10003~81730|23104~1,10003~2407|10001~1146|10005~441
1382,70,0,,30019~221|30020~221|30022~221|30063~221|30064~221|30061~221|0~221,,10001~100275|10003~81780,10003~2408|10001~1147|10005~441
1383,70,0,,30138~221|30236~221|30217~221|30260~221|30023~221|30140~221|0~221,,10001~100325|10003~81830|23204~1,10003~2410|10001~1148|10005~441
1384,70,0,,30324~221|30341~221|30341~221|30140~221|30470~221|30260~221|0~221,,10001~100375|10003~81880,10003~2412|10001~1148|10005~441
1385,70,0,,30208~221|30060~221|30018~221|30180~221|30134~221|30180~221|0~221,21041~20,10001~100425|10003~81930|21041~20,10003~2413|10001~1149|10005~441
1386,70,0,,30021~221|30137~221|30300~221|30025~221|30064~221|30024~221|0~221,,10001~100475|10003~81980|23304~1,10003~2415|10001~1150|10005~441
1387,70,0,,30138~221|30341~221|30341~221|30021~221|30062~221|30300~221|0~221,,10001~100525|10003~82030,10003~2417|10001~1150|10005~441
1388,70,0,,30236~221|30235~221|30236~221|30025~221|30064~221|30470~221|0~221,,10001~100575|10003~82080|23404~1,10003~2419|10001~1151|10005~441
1389,70,0,,30236~221|30235~221|30021~221|30300~221|30236~221|30260~221|0~221,,10001~100625|10003~82130,10003~2420|10001~1151|10005~441
1390,70,1,30023,30019~221|30060~221|30025~221|30064~221|30301~221|30023~223|0~221,21051~5,10001~100675|10003~82180|21051~5,10003~2422|10001~1152|10005~441
1391,70,0,,30324~221|30138~221|30324~221|30324~221|30260~221|30021~221|0~221,,10001~100725|10003~82230|23104~1,10003~2424|10001~1153|10005~441
1392,70,0,,30341~221|30137~221|30021~221|30236~221|30342~221|30180~221|0~221,,10001~100775|10003~82280,10003~2425|10001~1153|10005~442
1393,70,0,,30019~221|30021~221|30470~221|30219~221|30180~221|30025~221|0~221,,10001~100825|10003~82330|23204~1,10003~2427|10001~1154|10005~442
1394,70,0,,30021~222|30137~222|30022~222|30062~222|30063~222|30024~222|0~222,,10001~100875|10003~82380,10003~2429|10001~1155|10005~442
1395,70,0,,30131~222|30059~222|30015~222|30063~222|30171~222|30217~222|0~222,21041~20,10001~100925|10003~82430|21041~20,10003~2430|10001~1155|10005~442
1396,70,0,,30019~222|30136~222|30470~222|30300~222|30062~222|30300~222|0~222,,10001~100975|10003~82480|23304~1,10003~2432|10001~1156|10005~442
1397,70,0,,30236~222|30060~222|30341~222|30324~222|30256~222|30324~222|0~222,,10001~101025|10003~82530,10003~2434|10001~1156|10005~442
1398,70,0,,30136~222|30236~222|30341~222|30022~222|30219~222|30063~222|0~222,,10001~101075|10003~82580|23404~1,10003~2436|10001~1157|10005~442
1399,70,0,,30236~222|30137~222|30217~222|30219~222|30061~222|30324~222|0~222,,10001~101125|10003~82630,10003~2437|10001~1158|10005~442
1400,70,1,30300,30019~222|30341~222|30344~222|30024~222|30025~222|30300~224|0~222,21051~5,10001~101175|10003~82680|21051~5,10003~2439|10001~1158|10005~442
1401,71,0,,30059~222|30020~222|30217~222|30324~222|30341~222|30217~222|0~222,,10001~101225|10003~82730|23104~1,10003~2441|10001~1159|10005~442
1402,71,0,,30236~223|30136~223|30022~223|30023~223|30300~223|30324~223|0~223,,10001~101275|10003~82780,10003~2442|10001~1160|10005~443
1403,71,0,,30137~223|30138~223|30063~223|30063~223|30470~223|30022~223|0~223,,10001~101325|10003~82830|23204~1,10003~2444|10001~1160|10005~443
1404,71,0,,30324~223|30445~223|30064~223|30180~223|30300~223|30470~223|0~223,,10001~101375|10003~82880,10003~2446|10001~1161|10005~443
1405,71,0,,30137~223|30059~223|30016~223|30177~223|30171~223|30024~223|0~223,21041~20,10001~101425|10003~82930|21041~20,10003~2447|10001~1162|10005~443
1406,71,0,,30235~223|30137~223|30324~223|30061~223|30064~223|30341~223|0~223,,10001~101475|10003~82980|23304~1,10003~2449|10001~1162|10005~443
1407,71,0,,30235~223|30021~223|30180~223|30341~223|30256~223|30260~223|0~223,,10001~101525|10003~83030,10003~2451|10001~1163|10005~443
1408,71,0,,30235~223|30137~223|30256~223|30324~223|30470~223|30341~223|0~223,,10001~101575|10003~83080|23404~1,10003~2453|10001~1163|10005~443
1409,71,0,,30137~224|30445~224|30256~224|30023~224|30217~224|30220~224|0~224,,10001~101625|10003~83130,10003~2454|10001~1164|10005~443
1410,71,1,30345,30137~224|30169~224|30140~224|30063~224|30063~224|30345~226|0~224,21051~5,10001~101675|10003~83180|21051~5,10003~2456|10001~1165|10005~443
1411,71,0,,30236~224|30060~224|30260~224|30219~224|30141~224|30300~224|0~224,,10001~101725|10003~83230|23104~1,10003~2458|10001~1165|10005~443
1412,71,0,,30019~224|30138~224|30140~224|30300~224|30260~224|30022~224|0~224,,10001~101775|10003~83280,10003~2459|10001~1166|10005~443
1413,71,0,,30341~224|30136~224|30062~224|30341~224|30140~224|30341~224|0~224,,10001~101825|10003~83330|23204~1,10003~2461|10001~1167|10005~444
1414,71,0,,30058~224|30301~224|30021~224|30023~224|30219~224|30024~224|0~224,,10001~101875|10003~83380,10003~2463|10001~1167|10005~444
1415,71,0,,30169~224|30138~224|30054~224|30141~224|30133~224|30180~224|0~224,21041~20,10001~101925|10003~83430|21041~20,10003~2464|10001~1168|10005~444
1416,71,0,,30138~224|30445~224|30140~224|30342~224|30324~224|30217~224|0~224,,10001~101975|10003~83480|23304~1,10003~2466|10001~1168|10005~444
1417,71,0,,30137~225|30137~225|30141~225|30260~225|30021~225|30062~225|0~225,,10001~102025|10003~83530,10003~2468|10001~1169|10005~444
1418,71,0,,30137~225|30445~225|30256~225|30060~225|30060~225|30236~225|0~225,,10001~102075|10003~83580|23404~1,10003~2470|10001~1170|10005~444
1419,71,0,,30445~225|30235~225|30256~225|30341~225|30022~225|30256~225|0~225,,10001~102125|10003~83630,10003~2471|10001~1170|10005~444
1420,71,1,30177,30235~225|30341~225|30062~225|30301~225|30323~225|30177~227|0~225,21051~5,10001~102175|10003~83680|21051~5,10003~2473|10001~1171|10005~444
1421,72,0,,30058~225|30445~225|30021~225|30064~225|30256~225|30256~225|0~225,,10001~102225|10003~83730|23104~1,10003~2475|10001~1172|10005~444
1422,72,0,,30019~225|30324~225|30062~225|30180~225|30141~225|30180~225|0~225,,10001~102275|10003~83780,10003~2476|10001~1172|10005~444
1423,72,0,,30236~225|30138~225|30341~225|30236~225|30470~225|30256~225|0~225,,10001~102325|10003~83830|23204~1,10003~2478|10001~1173|10005~445
1424,72,0,,30136~225|30324~225|30220~225|30324~225|30342~225|30342~225|0~225,,10001~102375|10003~83880,10003~2480|10001~1173|10005~445
1425,72,0,,30052~225|30059~225|30134~225|30024~225|30056~225|30142~225|0~225,21041~20,10001~102425|10003~83930|21041~20,10003~2481|10001~1174|10005~445
1426,72,0,,30021~225|30341~225|30341~225|30342~225|30219~225|30021~225|0~225,,10001~102475|10003~83980|23304~1,10003~2483|10001~1175|10005~445
1427,72,0,,30020~225|30341~225|30021~225|30022~225|30220~225|30022~225|0~225,,10001~102525|10003~84030,10003~2485|10001~1175|10005~445
1428,72,0,,30341~226|30060~226|30141~226|30260~226|30061~226|30022~226|0~226,,10001~102575|10003~84080|23404~1,10003~2487|10001~1176|10005~445
1429,72,0,,30137~226|30236~226|30300~226|30324~226|30260~226|30220~226|0~226,,10001~102625|10003~84130,10003~2488|10001~1177|10005~445
1430,72,1,30344,30058~226|30208~226|30220~226|30342~226|30180~226|30344~228|0~226,21051~5,10001~102675|10003~84180|21051~5,10003~2490|10001~1177|10005~445
1431,72,0,,30324~226|30058~226|30236~226|30256~226|30219~226|30341~226|0~226,,10001~102725|10003~84230|23104~1,10003~2492|10001~1178|10005~445
1432,72,0,,30341~226|30138~226|30470~226|30064~226|30022~226|30021~226|0~226,,10001~102775|10003~84280,10003~2493|10001~1178|10005~445
1433,72,0,,30445~226|30341~226|30060~226|30236~226|30236~226|30260~226|0~226,,10001~102825|10003~84330|23204~1,10003~2495|10001~1179|10005~445
1434,72,0,,30341~226|30341~226|30024~226|30061~226|30342~226|30025~226|0~226,,10001~102875|10003~84380,10003~2497|10001~1180|10005~446
1435,72,0,,30058~226|30236~226|30056~226|30142~226|30016~226|30064~226|0~226,21041~20,10001~102925|10003~84430|21041~20,10003~2498|10001~1180|10005~446
1436,72,0,,30138~226|30021~226|30470~226|30022~226|30324~226|30470~226|0~226,,10001~102975|10003~84480|23304~1,10003~2500|10001~1181|10005~446
1437,72,0,,30235~226|30301~226|30341~226|30300~226|30341~226|30256~226|0~226,,10001~103025|10003~84530,10003~2502|10001~1182|10005~446
1438,72,0,,30058~226|30059~226|30142~226|30142~226|30236~226|30063~226|0~226,,10001~103075|10003~84580|23404~1,10003~2504|10001~1182|10005~446
1439,72,0,,30020~226|30324~226|30060~226|30140~226|30141~226|30300~226|0~226,,10001~103125|10003~84630,10003~2505|10001~1183|10005~446
1440,72,1,30468,30137~226|30324~226|30062~226|30177~226|30342~226|30468~228|0~226,21051~5,10001~103175|10003~84680|21051~5,10003~2507|10001~1184|10005~446
1441,73,0,,30137~226|30445~226|30470~226|30141~226|30220~226|30140~226|0~226,,10001~103225|10003~84730|23104~1,10003~2509|10001~1184|10005~446
1442,73,0,,30136~226|30324~226|30300~226|30023~226|30324~226|30324~226|0~226,,10001~103275|10003~84780,10003~2510|10001~1185|10005~446
1443,73,0,,30060~226|30236~226|30180~226|30061~226|30300~226|30024~226|0~226,,10001~103325|10003~84830|23204~1,10003~2512|10001~1185|10005~446
1444,73,0,,30138~226|30445~226|30256~226|30236~226|30021~226|30470~226|0~226,,10001~103375|10003~84880,10003~2514|10001~1186|10005~447
1445,73,0,,30052~226|30014~226|30134~226|30061~226|30016~226|30142~226|0~226,21041~20,10001~103425|10003~84930|21041~20,10003~2515|10001~1187|10005~447
1446,73,0,,30341~226|30020~226|30324~226|30060~226|30023~226|30022~226|0~226,,10001~103475|10003~84980|23304~1,10003~2517|10001~1187|10005~447
1447,73,0,,30059~226|30138~226|30025~226|30141~226|30342~226|30060~226|0~226,,10001~103525|10003~85030,10003~2519|10001~1188|10005~447
1448,73,0,,30137~226|30341~226|30219~226|30300~226|30064~226|30141~226|0~226,,10001~103575|10003~85080|23404~1,10003~2521|10001~1189|10005~447
1449,73,0,,30301~226|30060~226|30142~226|30021~226|30022~226|30324~226|0~226,,10001~103625|10003~85130,10003~2522|10001~1189|10005~447
1450,73,1,30180,30235~226|30445~226|30301~226|30220~226|30023~226|30180~228|0~226,21051~5,10001~103675|10003~85180|21051~5,10003~2524|10001~1190|10005~447
1451,73,0,,30138~226|30138~226|30142~226|30470~226|30219~226|30023~226|0~226,,10001~103725|10003~85230|23104~1,10003~2526|10001~1190|10005~447
1452,73,0,,30445~226|30136~226|30256~226|30300~226|30256~226|30324~226|0~226,,10001~103775|10003~85280,10003~2527|10001~1191|10005~447
1453,73,0,,30058~226|30341~226|30021~226|30342~226|30142~226|30341~226|0~226,,10001~103825|10003~85330|23204~1,10003~2529|10001~1192|10005~447
1454,73,0,,30235~227|30324~227|30341~227|30341~227|30180~227|30060~227|0~227,,10001~103875|10003~85380,10003~2531|10001~1192|10005~447
1455,73,0,,30208~227|30138~227|30213~227|30064~227|30054~227|30177~227|0~227,21041~20,10001~103925|10003~85430|21041~20,10003~2532|10001~1193|10005~448
1456,73,0,,30324~227|30341~227|30219~227|30024~227|30260~227|30256~227|0~227,,10001~103975|10003~85480|23304~1,10003~2534|10001~1194|10005~448
1457,73,0,,30324~227|30324~227|30060~227|30341~227|30180~227|30341~227|0~227,,10001~104025|10003~85530,10003~2536|10001~1194|10005~448
1458,73,0,,30324~227|30324~227|30142~227|30021~227|30024~227|30236~227|0~227,,10001~104075|10003~85580|23404~1,10003~2538|10001~1195|10005~448
1459,73,0,,30236~227|30341~227|30341~227|30180~227|30324~227|30236~227|0~227,,10001~104125|10003~85630,10003~2539|10001~1195|10005~448
1460,73,1,30142,30137~227|30169~227|30342~227|30342~227|30025~227|30142~229|0~227,21051~5,10001~104175|10003~85680|21051~5,10003~2541|10001~1196|10005~448
1461,74,0,,30138~227|30445~227|30219~227|30023~227|30062~227|30324~227|0~227,,10001~104225|10003~85730|23104~1,10003~2543|10001~1197|10005~448
1462,74,0,,30324~228|30138~228|30236~228|30342~228|30324~228|30022~228|0~228,,10001~104275|10003~85780,10003~2544|10001~1197|10005~448
1463,74,0,,30301~228|30236~228|30025~228|30341~228|30220~228|30470~228|0~228,,10001~104325|10003~85830|23204~1,10003~2546|10001~1198|10005~448
1464,74,0,,30058~228|30138~228|30062~228|30219~228|30236~228|30236~228|0~228,,10001~104375|10003~85880,10003~2548|10001~1199|10005~448
1465,74,0,,30130~228|30014~228|30016~228|30140~228|30016~228|30023~228|0~228,21041~20,10001~104425|10003~85930|21041~20,10003~2550|10001~1199|10005~449
1466,74,0,,30301~228|30236~228|30022~228|30260~228|30324~228|30342~228|0~228,,10001~104475|10003~85980|23304~1,10003~2551|10001~1200|10005~449
1467,74,0,,30301~228|30138~228|30342~228|30300~228|30060~228|30024~228|0~228,,10001~104525|10003~86030,10003~2553|10001~1200|10005~449
1468,74,0,,30235~228|30138~228|30062~228|30470~228|30256~228|30260~228|0~228,,10001~104575|10003~86080|23404~1,10003~2555|10001~1201|10005~449
1469,74,0,,30021~229|30236~229|30470~229|30342~229|30024~229|30023~229|0~229,,10001~104625|10003~86130,10003~2556|10001~1202|10005~449
1470,74,1,30236,30235~229|30130~229|30180~229|30301~229|30178~229|30236~231|0~229,21051~5,10001~104675|10003~86180|21051~5,10003~2558|10001~1202|10005~449
1471,74,0,,30060~229|30138~229|30141~229|30256~229|30256~229|30470~229|0~229,,10001~104725|10003~86230|23104~1,10003~2560|10001~1203|10005~449
1472,74,0,,30341~229|30236~229|30061~229|30060~229|30023~229|30341~229|0~229,,10001~104775|10003~86280,10003~2561|10001~1204|10005~449
1473,74,0,,30445~229|30136~229|30142~229|30324~229|30260~229|30260~229|0~229,,10001~104825|10003~86330|23204~1,10003~2563|10001~1204|10005~449
1474,74,0,,30301~229|30341~229|30021~229|30025~229|30063~229|30256~229|0~229,,10001~104875|10003~86380,10003~2565|10001~1205|10005~449
1475,74,0,,30169~229|30138~229|30213~229|30219~229|30056~229|30025~229|0~229,21041~20,10001~104925|10003~86430|21041~20,10003~2567|10001~1206|10005~449
1476,74,0,,30060~229|30138~229|30236~229|30025~229|30024~229|30140~229|0~229,,10001~104975|10003~86480|23304~1,10003~2568|10001~1206|10005~450
1477,74,0,,30137~230|30058~230|30470~230|30256~230|30341~230|30342~230|0~230,,10001~105025|10003~86530,10003~2570|10001~1207|10005~450
1478,74,0,,30236~230|30021~230|30220~230|30341~230|30023~230|30142~230|0~230,,10001~105075|10003~86580|23404~1,10003~2572|10001~1207|10005~450
1479,74,0,,30059~230|30019~230|30260~230|30217~230|30064~230|30062~230|0~230,,10001~105125|10003~86630,10003~2573|10001~1208|10005~450
1480,74,1,30260,30175~230|30324~230|30064~230|30063~230|30023~230|30260~232|0~230,21051~5,10001~105175|10003~86680|21051~5,10003~2575|10001~1209|10005~450
1481,75,0,,30236~230|30235~230|30025~230|30260~230|30236~230|30342~230|0~230,,10001~105225|10003~86730|23104~1,10003~2577|10001~1209|10005~450
1482,75,0,,30136~230|30235~230|30341~230|30341~230|30180~230|30300~230|0~230,,10001~105275|10003~86780,10003~2578|10001~1210|10005~450
1483,75,0,,30341~230|30235~230|30140~230|30025~230|30022~230|30341~230|0~230,,10001~105325|10003~86830|23204~1,10003~2580|10001~1211|10005~450
1484,75,0,,30058~230|30021~230|30260~230|30260~230|30220~230|30141~230|0~230,,10001~105375|10003~86880,10003~2582|10001~1211|10005~450
1485,75,0,,30136~230|30138~230|30016~230|30025~230|30133~230|30140~230|0~230,21041~20,10001~105425|10003~86930|21041~20,10003~2584|10001~1212|10005~450
1486,75,0,,30138~230|30059~230|30300~230|30260~230|30219~230|30219~230|0~230,,10001~105475|10003~86980|23304~1,10003~2585|10001~1212|10005~451
1487,75,0,,30324~230|30136~230|30324~230|30256~230|30341~230|30025~230|0~230,,10001~105525|10003~87030,10003~2587|10001~1213|10005~451
1488,75,0,,30021~230|30138~230|30022~230|30062~230|30180~230|30022~230|0~230,,10001~105575|10003~87080|23404~1,10003~2589|10001~1214|10005~451
1489,75,0,,30445~230|30235~230|30470~230|30061~230|30025~230|30021~230|0~230,,10001~105625|10003~87130,10003~2590|10001~1214|10005~451
1490,75,1,30341,30019~230|30021~230|30025~230|30064~230|30344~230|30341~232|0~230,21051~5,10001~105675|10003~87180|21051~5,10003~2592|10001~1215|10005~451
1491,75,0,,30445~230|30138~230|30260~230|30024~230|30342~230|30022~230|0~230,,10001~105725|10003~87230|23104~1,10003~2594|10001~1216|10005~451
1492,75,0,,30060~230|30236~230|30324~230|30256~230|30470~230|30061~230|0~230,,10001~105775|10003~87280,10003~2595|10001~1216|10005~451
1493,75,0,,30235~230|30445~230|30140~230|30022~230|30236~230|30023~230|0~230,,10001~105825|10003~87330|23204~1,10003~2597|10001~1217|10005~451
1494,75,0,,30137~230|30059~230|30219~230|30236~230|30060~230|30324~230|0~230,,10001~105875|10003~87380,10003~2599|10001~1217|10005~451
1495,75,0,,30019~230|30020~230|30133~230|30064~230|30016~230|30025~230|0~230,21041~20,10001~105925|10003~87430|21041~20,10003~2601|10001~1218|10005~451
1496,75,0,,30445~230|30341~230|30180~230|30023~230|30220~230|30324~230|0~230,,10001~105975|10003~87480|23304~1,10003~2602|10001~1219|10005~451
1497,75,0,,30138~230|30021~230|30219~230|30260~230|30064~230|30324~230|0~230,,10001~106025|10003~87530,10003~2604|10001~1219|10005~452
1498,75,0,,30058~231|30138~231|30260~231|30060~231|30061~231|30470~231|0~231,,10001~106075|10003~87580|23404~1,10003~2606|10001~1220|10005~452
1499,75,0,,30324~231|30021~231|30342~231|30024~231|30256~231|30022~231|0~231,,10001~106125|10003~87630,10003~2607|10001~1221|10005~452
1500,75,1,30220,30137~231|30131~231|30470~231|30063~231|30470~231|30220~233|0~231,21051~5,10001~106175|10003~87680|21051~5,10003~2609|10001~1221|10005~452
